wl,grey,white
432.58,3.73E-01,4.58E-01
432.94,3.96E-01,4.86E-01
433.3,4.23E-01,5.16E-01
433.66,4.51E-01,5.47E-01
434.02,4.80E-01,5.81E-01
434.38,5.11E-01,6.19E-01
434.75,5.40E-01,6.57E-01
435.11,5.70E-01,6.96E-01
435.47,6.02E-01,7.36E-01
435.83,6.34E-01,7.78E-01
436.19,6.71E-01,8.20E-01
436.55,7.10E-01,8.68E-01
436.91,7.49E-01,9.17E-01
437.27,7.90E-01,9.70E-01
437.64,8.30E-01,1.02E+00
438,8.73E-01,1.08E+00
438.36,9.18E-01,1.14E+00
438.72,9.69E-01,1.20E+00
439.08,1.02E+00,1.26E+00
439.44,1.07E+00,1.33E+00
439.8,1.12E+00,1.39E+00
440.16,1.17E+00,1.46E+00
440.52,1.23E+00,1.53E+00
440.88,1.29E+00,1.61E+00
441.24,1.35E+00,1.69E+00
441.6,1.42E+00,1.77E+00
441.96,1.49E+00,1.87E+00
442.32,1.56E+00,1.96E+00
442.69,1.64E+00,2.05E+00
443.05,1.73E+00,2.16E+00
443.41,1.81E+00,2.26E+00
443.77,1.89E+00,2.36E+00
444.13,1.97E+00,2.47E+00
444.49,2.06E+00,2.58E+00
444.85,2.15E+00,2.70E+00
445.21,2.23E+00,2.82E+00
445.57,2.32E+00,2.93E+00
445.93,2.42E+00,3.05E+00
446.29,2.51E+00,3.17E+00
446.65,2.61E+00,3.30E+00
447.01,2.71E+00,3.42E+00
447.37,2.81E+00,3.55E+00
447.73,2.91E+00,3.67E+00
448.09,3.01E+00,3.80E+00
448.45,3.12E+00,3.93E+00
448.81,3.23E+00,4.07E+00
449.17,3.33E+00,4.20E+00
449.53,3.44E+00,4.33E+00
449.88,3.55E+00,4.46E+00
450.24,3.65E+00,4.60E+00
450.6,3.74E+00,4.72E+00
450.96,3.84E+00,4.84E+00
451.32,3.94E+00,4.96E+00
451.68,4.03E+00,5.09E+00
452.04,4.13E+00,5.21E+00
452.4,4.21E+00,5.32E+00
452.76,4.29E+00,5.43E+00
453.12,4.37E+00,5.52E+00
453.48,4.45E+00,5.63E+00
453.84,4.51E+00,5.71E+00
454.2,4.57E+00,5.78E+00
454.56,4.62E+00,5.86E+00
454.91,4.68E+00,5.93E+00
455.27,4.73E+00,5.99E+00
455.63,4.76E+00,6.04E+00
455.99,4.79E+00,6.07E+00
456.35,4.80E+00,6.09E+00
456.71,4.82E+00,6.10E+00
457.07,4.83E+00,6.12E+00
457.43,4.82E+00,6.11E+00
457.78,4.81E+00,6.11E+00
458.14,4.81E+00,6.10E+00
458.5,4.79E+00,6.07E+00
458.86,4.75E+00,6.02E+00
459.22,4.72E+00,5.97E+00
459.58,4.68E+00,5.93E+00
459.94,4.63E+00,5.87E+00
460.29,4.58E+00,5.81E+00
460.65,4.52E+00,5.73E+00
461.01,4.45E+00,5.65E+00
461.37,4.38E+00,5.57E+00
461.73,4.30E+00,5.47E+00
462.08,4.21E+00,5.35E+00
462.44,4.14E+00,5.25E+00
462.8,4.06E+00,5.15E+00
463.16,3.97E+00,5.04E+00
463.52,3.89E+00,4.93E+00
463.87,3.80E+00,4.81E+00
464.23,3.70E+00,4.70E+00
464.59,3.61E+00,4.58E+00
464.95,3.52E+00,4.46E+00
465.31,3.42E+00,4.35E+00
465.66,3.32E+00,4.23E+00
466.02,3.23E+00,4.11E+00
466.38,3.14E+00,3.99E+00
466.74,3.04E+00,3.87E+00
467.09,2.95E+00,3.75E+00
467.45,2.86E+00,3.63E+00
467.81,2.77E+00,3.51E+00
468.17,2.68E+00,3.41E+00
468.52,2.60E+00,3.30E+00
468.88,2.51E+00,3.19E+00
469.24,2.43E+00,3.08E+00
469.59,2.35E+00,2.98E+00
469.95,2.27E+00,2.88E+00
470.31,2.19E+00,2.79E+00
470.67,2.12E+00,2.70E+00
471.02,2.05E+00,2.61E+00
471.38,1.97E+00,2.52E+00
471.74,1.91E+00,2.44E+00
472.09,1.84E+00,2.35E+00
472.45,1.78E+00,2.27E+00
472.81,1.71E+00,2.19E+00
473.16,1.66E+00,2.12E+00
473.52,1.60E+00,2.05E+00
473.88,1.54E+00,1.98E+00
474.23,1.49E+00,1.92E+00
474.59,1.43E+00,1.85E+00
474.95,1.38E+00,1.79E+00
475.3,1.33E+00,1.72E+00
475.66,1.29E+00,1.66E+00
476.02,1.24E+00,1.60E+00
476.37,1.20E+00,1.55E+00
476.73,1.16E+00,1.49E+00
477.09,1.12E+00,1.44E+00
477.44,1.08E+00,1.39E+00
477.8,1.04E+00,1.35E+00
478.15,1.01E+00,1.30E+00
478.51,9.75E-01,1.26E+00
478.87,9.42E-01,1.21E+00
479.22,9.11E-01,1.17E+00
479.58,8.82E-01,1.13E+00
479.93,8.55E-01,1.10E+00
480.29,8.29E-01,1.06E+00
480.65,8.05E-01,1.03E+00
481,7.80E-01,9.99E-01
481.36,7.61E-01,9.70E-01
481.71,7.40E-01,9.44E-01
482.07,7.22E-01,9.22E-01
482.42,7.03E-01,8.98E-01
482.78,6.85E-01,8.74E-01
483.14,6.69E-01,8.51E-01
483.49,6.56E-01,8.33E-01
483.85,6.45E-01,8.17E-01
484.2,6.32E-01,8.02E-01
484.56,6.20E-01,7.90E-01
484.91,6.09E-01,7.75E-01
485.27,6.02E-01,7.64E-01
485.62,5.95E-01,7.54E-01
485.98,5.90E-01,7.47E-01
486.33,5.84E-01,7.40E-01
486.69,5.82E-01,7.37E-01
487.04,5.82E-01,7.34E-01
487.4,5.81E-01,7.32E-01
487.75,5.80E-01,7.32E-01
488.11,5.81E-01,7.34E-01
488.46,5.82E-01,7.36E-01
488.82,5.85E-01,7.40E-01
489.17,5.91E-01,7.46E-01
489.53,5.95E-01,7.49E-01
489.88,6.03E-01,7.58E-01
490.24,6.09E-01,7.68E-01
490.59,6.16E-01,7.80E-01
490.95,6.25E-01,7.91E-01
491.3,6.37E-01,8.04E-01
491.65,6.49E-01,8.19E-01
492.01,6.61E-01,8.35E-01
492.36,6.77E-01,8.50E-01
492.72,6.90E-01,8.68E-01
493.07,7.04E-01,8.87E-01
493.43,7.20E-01,9.07E-01
493.78,7.38E-01,9.26E-01
494.13,7.56E-01,9.46E-01
494.49,7.74E-01,9.68E-01
494.84,7.94E-01,9.93E-01
495.2,8.15E-01,1.02E+00
495.55,8.34E-01,1.04E+00
495.9,8.57E-01,1.07E+00
496.26,8.78E-01,1.09E+00
496.61,8.99E-01,1.12E+00
496.97,9.21E-01,1.15E+00
497.32,9.42E-01,1.18E+00
497.67,9.65E-01,1.20E+00
498.03,9.89E-01,1.23E+00
498.38,1.01E+00,1.26E+00
498.73,1.03E+00,1.29E+00
499.09,1.06E+00,1.32E+00
499.44,1.08E+00,1.35E+00
499.79,1.11E+00,1.38E+00
500.15,1.13E+00,1.41E+00
500.5,1.15E+00,1.44E+00
500.85,1.18E+00,1.47E+00
501.21,1.20E+00,1.50E+00
501.56,1.23E+00,1.53E+00
501.91,1.25E+00,1.56E+00
502.27,1.27E+00,1.58E+00
502.62,1.30E+00,1.61E+00
502.97,1.32E+00,1.64E+00
503.33,1.34E+00,1.67E+00
503.68,1.37E+00,1.71E+00
504.03,1.39E+00,1.74E+00
504.38,1.41E+00,1.76E+00
504.74,1.44E+00,1.79E+00
505.09,1.46E+00,1.82E+00
505.44,1.47E+00,1.84E+00
505.8,1.50E+00,1.87E+00
506.15,1.52E+00,1.90E+00
506.5,1.55E+00,1.94E+00
506.85,1.56E+00,1.96E+00
507.21,1.58E+00,1.98E+00
507.56,1.59E+00,2.00E+00
507.91,1.61E+00,2.02E+00
508.26,1.63E+00,2.04E+00
508.61,1.64E+00,2.06E+00
508.97,1.66E+00,2.08E+00
509.32,1.67E+00,2.10E+00
509.67,1.69E+00,2.11E+00
510.02,1.69E+00,2.12E+00
510.38,1.70E+00,2.13E+00
510.73,1.71E+00,2.14E+00
511.08,1.72E+00,2.16E+00
511.43,1.73E+00,2.17E+00
511.78,1.74E+00,2.19E+00
512.14,1.75E+00,2.20E+00
512.49,1.76E+00,2.21E+00
512.84,1.77E+00,2.22E+00
513.19,1.77E+00,2.23E+00
513.54,1.78E+00,2.24E+00
513.89,1.78E+00,2.26E+00
514.25,1.79E+00,2.26E+00
514.6,1.80E+00,2.27E+00
514.95,1.80E+00,2.28E+00
515.3,1.81E+00,2.29E+00
515.65,1.82E+00,2.30E+00
516,1.82E+00,2.30E+00
516.35,1.82E+00,2.31E+00
516.71,1.83E+00,2.32E+00
517.06,1.83E+00,2.32E+00
517.41,1.84E+00,2.33E+00
517.76,1.84E+00,2.33E+00
518.11,1.84E+00,2.34E+00
518.46,1.85E+00,2.35E+00
518.81,1.85E+00,2.35E+00
519.16,1.85E+00,2.36E+00
519.51,1.86E+00,2.36E+00
519.86,1.86E+00,2.37E+00
520.22,1.86E+00,2.37E+00
520.57,1.86E+00,2.37E+00
520.92,1.86E+00,2.37E+00
521.27,1.86E+00,2.37E+00
521.62,1.86E+00,2.38E+00
521.97,1.86E+00,2.38E+00
522.32,1.87E+00,2.38E+00
522.67,1.87E+00,2.39E+00
523.02,1.87E+00,2.39E+00
523.37,1.87E+00,2.39E+00
523.72,1.87E+00,2.39E+00
524.07,1.87E+00,2.40E+00
524.42,1.87E+00,2.40E+00
524.77,1.87E+00,2.40E+00
525.12,1.88E+00,2.40E+00
525.47,1.88E+00,2.40E+00
525.82,1.88E+00,2.41E+00
526.17,1.88E+00,2.40E+00
526.52,1.88E+00,2.41E+00
526.87,1.88E+00,2.41E+00
527.22,1.88E+00,2.41E+00
527.57,1.88E+00,2.41E+00
527.92,1.88E+00,2.41E+00
528.27,1.89E+00,2.41E+00
528.62,1.89E+00,2.41E+00
528.97,1.89E+00,2.41E+00
529.32,1.89E+00,2.41E+00
529.67,1.89E+00,2.41E+00
530.02,1.89E+00,2.41E+00
530.37,1.89E+00,2.41E+00
530.72,1.89E+00,2.41E+00
531.07,1.89E+00,2.41E+00
531.42,1.89E+00,2.41E+00
531.77,1.89E+00,2.41E+00
532.12,1.89E+00,2.41E+00
532.47,1.89E+00,2.41E+00
532.81,1.89E+00,2.41E+00
533.16,1.89E+00,2.41E+00
533.51,1.89E+00,2.41E+00
533.86,1.89E+00,2.41E+00
534.21,1.89E+00,2.40E+00
534.56,1.88E+00,2.40E+00
534.91,1.89E+00,2.40E+00
535.26,1.89E+00,2.40E+00
535.61,1.89E+00,2.40E+00
535.96,1.89E+00,2.40E+00
536.3,1.89E+00,2.40E+00
536.65,1.88E+00,2.40E+00
537,1.88E+00,2.40E+00
537.35,1.88E+00,2.40E+00
537.7,1.88E+00,2.40E+00
538.05,1.88E+00,2.39E+00
538.4,1.88E+00,2.39E+00
538.74,1.88E+00,2.39E+00
539.09,1.87E+00,2.39E+00
539.44,1.87E+00,2.38E+00
539.79,1.87E+00,2.38E+00
540.14,1.87E+00,2.38E+00
540.48,1.86E+00,2.37E+00
540.83,1.86E+00,2.37E+00
541.18,1.86E+00,2.37E+00
541.53,1.86E+00,2.37E+00
541.88,1.85E+00,2.37E+00
542.23,1.85E+00,2.37E+00
542.57,1.85E+00,2.36E+00
542.92,1.84E+00,2.36E+00
543.27,1.84E+00,2.36E+00
543.62,1.84E+00,2.36E+00
543.96,1.84E+00,2.35E+00
544.31,1.84E+00,2.35E+00
544.66,1.84E+00,2.35E+00
545.01,1.83E+00,2.35E+00
545.35,1.83E+00,2.34E+00
545.7,1.83E+00,2.34E+00
546.05,1.83E+00,2.34E+00
546.4,1.83E+00,2.33E+00
546.74,1.82E+00,2.33E+00
547.09,1.82E+00,2.33E+00
547.44,1.82E+00,2.32E+00
547.79,1.82E+00,2.32E+00
548.13,1.82E+00,2.31E+00
548.48,1.81E+00,2.31E+00
548.83,1.81E+00,2.30E+00
549.17,1.80E+00,2.29E+00
549.52,1.80E+00,2.29E+00
549.87,1.80E+00,2.29E+00
550.22,1.79E+00,2.28E+00
550.56,1.79E+00,2.28E+00
550.91,1.79E+00,2.28E+00
551.26,1.78E+00,2.27E+00
551.6,1.78E+00,2.27E+00
551.95,1.78E+00,2.26E+00
552.3,1.78E+00,2.26E+00
552.64,1.77E+00,2.25E+00
552.99,1.77E+00,2.25E+00
553.33,1.76E+00,2.24E+00
553.68,1.76E+00,2.23E+00
554.03,1.76E+00,2.23E+00
554.37,1.75E+00,2.22E+00
554.72,1.75E+00,2.21E+00
555.07,1.75E+00,2.21E+00
555.41,1.74E+00,2.20E+00
555.76,1.74E+00,2.19E+00
556.11,1.73E+00,2.18E+00
556.45,1.72E+00,2.18E+00
556.8,1.72E+00,2.17E+00
557.14,1.72E+00,2.17E+00
557.49,1.71E+00,2.16E+00
557.83,1.70E+00,2.15E+00
558.18,1.70E+00,2.14E+00
558.53,1.69E+00,2.13E+00
558.87,1.68E+00,2.12E+00
559.22,1.67E+00,2.12E+00
559.56,1.67E+00,2.11E+00
559.91,1.66E+00,2.10E+00
560.25,1.66E+00,2.09E+00
560.6,1.65E+00,2.08E+00
560.95,1.64E+00,2.07E+00
561.29,1.64E+00,2.06E+00
561.64,1.63E+00,2.05E+00
561.98,1.62E+00,2.04E+00
562.33,1.61E+00,2.03E+00
562.67,1.60E+00,2.02E+00
563.02,1.59E+00,2.01E+00
563.36,1.59E+00,2.00E+00
563.71,1.58E+00,1.99E+00
564.05,1.57E+00,1.98E+00
564.4,1.56E+00,1.97E+00
564.74,1.55E+00,1.96E+00
565.09,1.55E+00,1.95E+00
565.43,1.54E+00,1.94E+00
565.78,1.53E+00,1.93E+00
566.12,1.52E+00,1.92E+00
566.47,1.51E+00,1.91E+00
566.81,1.50E+00,1.90E+00
567.16,1.49E+00,1.89E+00
567.5,1.48E+00,1.88E+00
567.84,1.47E+00,1.86E+00
568.19,1.46E+00,1.85E+00
568.53,1.45E+00,1.84E+00
568.88,1.45E+00,1.83E+00
569.22,1.44E+00,1.82E+00
569.57,1.43E+00,1.81E+00
569.91,1.42E+00,1.80E+00
570.26,1.41E+00,1.79E+00
570.6,1.40E+00,1.78E+00
570.94,1.39E+00,1.76E+00
571.29,1.38E+00,1.75E+00
571.63,1.36E+00,1.73E+00
571.98,1.35E+00,1.72E+00
572.32,1.34E+00,1.70E+00
572.66,1.33E+00,1.69E+00
573.01,1.32E+00,1.67E+00
573.35,1.31E+00,1.66E+00
573.69,1.30E+00,1.65E+00
574.04,1.29E+00,1.63E+00
574.38,1.28E+00,1.62E+00
574.73,1.27E+00,1.60E+00
575.07,1.26E+00,1.59E+00
575.41,1.25E+00,1.57E+00
575.76,1.24E+00,1.56E+00
576.1,1.22E+00,1.54E+00
576.44,1.21E+00,1.53E+00
576.79,1.20E+00,1.52E+00
577.13,1.19E+00,1.50E+00
577.47,1.18E+00,1.48E+00
577.82,1.17E+00,1.47E+00
578.16,1.16E+00,1.46E+00
578.5,1.14E+00,1.44E+00
578.84,1.13E+00,1.43E+00
579.19,1.12E+00,1.41E+00
579.53,1.11E+00,1.40E+00
579.87,1.10E+00,1.38E+00
580.22,1.09E+00,1.37E+00
580.56,1.07E+00,1.35E+00
580.9,1.06E+00,1.34E+00
581.24,1.05E+00,1.32E+00
581.59,1.04E+00,1.31E+00
581.93,1.03E+00,1.29E+00
582.27,1.02E+00,1.28E+00
582.62,1.01E+00,1.26E+00
582.96,9.97E-01,1.25E+00
583.3,9.85E-01,1.24E+00
583.64,9.77E-01,1.23E+00
583.98,9.67E-01,1.21E+00
584.33,9.56E-01,1.20E+00
584.67,9.45E-01,1.19E+00
585.01,9.35E-01,1.17E+00
585.35,9.24E-01,1.16E+00
585.7,9.09E-01,1.14E+00
586.04,8.99E-01,1.13E+00
586.38,8.88E-01,1.12E+00
586.72,8.77E-01,1.10E+00
587.06,8.68E-01,1.09E+00
587.41,8.58E-01,1.08E+00
587.75,8.48E-01,1.07E+00
588.09,8.36E-01,1.05E+00
588.43,8.25E-01,1.04E+00
588.77,8.14E-01,1.03E+00
589.11,8.04E-01,1.02E+00
589.46,7.95E-01,1.00E+00
589.8,7.85E-01,9.90E-01
590.14,7.74E-01,9.78E-01
590.48,7.69E-01,9.66E-01
590.82,7.60E-01,9.56E-01
591.16,7.49E-01,9.42E-01
591.5,7.41E-01,9.31E-01
591.85,7.31E-01,9.19E-01
592.19,7.25E-01,9.09E-01
592.53,7.16E-01,8.98E-01
592.87,7.07E-01,8.86E-01
593.21,6.99E-01,8.78E-01
593.55,6.93E-01,8.69E-01
593.89,6.84E-01,8.60E-01
594.23,6.76E-01,8.49E-01
594.57,6.67E-01,8.38E-01
594.91,6.59E-01,8.28E-01
595.25,6.50E-01,8.19E-01
595.6,6.44E-01,8.09E-01
595.94,6.39E-01,8.00E-01
596.28,6.33E-01,7.94E-01
596.62,6.29E-01,7.88E-01
596.96,6.24E-01,7.81E-01
597.3,6.18E-01,7.75E-01
597.64,6.15E-01,7.69E-01
597.98,6.11E-01,7.64E-01
598.32,6.09E-01,7.63E-01
598.66,6.09E-01,7.61E-01
599,6.06E-01,7.57E-01
599.34,6.07E-01,7.55E-01
599.68,6.04E-01,7.54E-01
600.02,6.04E-01,7.53E-01
600.36,6.07E-01,7.56E-01
600.7,6.07E-01,7.57E-01
601.04,6.10E-01,7.59E-01
601.38,6.11E-01,7.61E-01
601.72,6.13E-01,7.65E-01
602.06,6.16E-01,7.72E-01
602.4,6.22E-01,7.80E-01
602.74,6.28E-01,7.89E-01
603.08,6.36E-01,7.98E-01
603.42,6.43E-01,8.08E-01
603.76,6.50E-01,8.19E-01
604.1,6.62E-01,8.33E-01
604.44,6.72E-01,8.44E-01
604.78,6.84E-01,8.59E-01
605.12,6.97E-01,8.75E-01
605.46,7.13E-01,8.94E-01
605.8,7.31E-01,9.13E-01
606.13,7.47E-01,9.31E-01
606.47,7.66E-01,9.53E-01
606.81,7.84E-01,9.78E-01
607.15,8.02E-01,1.00E+00
607.49,8.22E-01,1.03E+00
607.83,8.43E-01,1.06E+00
608.17,8.68E-01,1.08E+00
608.51,8.90E-01,1.11E+00
608.85,9.18E-01,1.15E+00
609.19,9.45E-01,1.18E+00
609.52,9.71E-01,1.21E+00
609.86,9.97E-01,1.25E+00
610.2,1.03E+00,1.28E+00
610.54,1.06E+00,1.32E+00
610.88,1.10E+00,1.37E+00
611.22,1.13E+00,1.41E+00
611.56,1.16E+00,1.45E+00
611.89,1.20E+00,1.50E+00
612.23,1.24E+00,1.54E+00
612.57,1.28E+00,1.59E+00
612.91,1.32E+00,1.64E+00
613.25,1.36E+00,1.69E+00
613.59,1.39E+00,1.73E+00
613.92,1.43E+00,1.78E+00
614.26,1.47E+00,1.83E+00
614.6,1.51E+00,1.88E+00
614.94,1.54E+00,1.92E+00
615.28,1.57E+00,1.96E+00
615.61,1.60E+00,2.00E+00
615.95,1.63E+00,2.03E+00
616.29,1.66E+00,2.06E+00
616.63,1.68E+00,2.09E+00
616.96,1.71E+00,2.12E+00
617.3,1.73E+00,2.15E+00
617.64,1.74E+00,2.17E+00
617.98,1.75E+00,2.18E+00
618.32,1.76E+00,2.19E+00
618.65,1.77E+00,2.20E+00
618.99,1.77E+00,2.20E+00
619.33,1.77E+00,2.20E+00
619.66,1.77E+00,2.19E+00
620,1.75E+00,2.18E+00
620.34,1.74E+00,2.17E+00
620.68,1.72E+00,2.15E+00
621.01,1.71E+00,2.13E+00
621.35,1.68E+00,2.10E+00
621.69,1.66E+00,2.07E+00
622.02,1.63E+00,2.03E+00
622.36,1.60E+00,1.99E+00
622.7,1.57E+00,1.96E+00
623.04,1.53E+00,1.91E+00
623.37,1.50E+00,1.86E+00
623.71,1.46E+00,1.82E+00
624.05,1.42E+00,1.77E+00
624.38,1.38E+00,1.72E+00
624.72,1.34E+00,1.67E+00
625.06,1.30E+00,1.62E+00
625.39,1.26E+00,1.57E+00
625.73,1.21E+00,1.51E+00
626.07,1.17E+00,1.46E+00
626.4,1.13E+00,1.40E+00
626.74,1.09E+00,1.35E+00
627.07,1.04E+00,1.30E+00
627.41,1.00E+00,1.24E+00
627.75,9.58E-01,1.19E+00
628.08,9.14E-01,1.13E+00
628.42,8.71E-01,1.08E+00
628.75,8.32E-01,1.03E+00
629.09,7.91E-01,9.80E-01
629.43,7.50E-01,9.32E-01
629.76,7.10E-01,8.85E-01
630.1,6.75E-01,8.38E-01
630.43,6.38E-01,7.94E-01
630.77,6.04E-01,7.49E-01
631.11,5.74E-01,7.06E-01
631.44,5.42E-01,6.68E-01
631.78,5.12E-01,6.30E-01
632.11,4.83E-01,5.94E-01
632.45,4.56E-01,5.60E-01
632.78,4.31E-01,5.28E-01
633.12,4.05E-01,4.98E-01
633.45,3.81E-01,4.68E-01
633.79,3.58E-01,4.39E-01
634.12,3.37E-01,4.15E-01
634.46,3.18E-01,3.91E-01
634.79,3.00E-01,3.68E-01
635.13,2.83E-01,3.45E-01
635.47,2.68E-01,3.27E-01
635.8,2.54E-01,3.10E-01
636.14,2.39E-01,2.94E-01
636.47,2.28E-01,2.78E-01
636.8,2.16E-01,2.63E-01
637.14,2.03E-01,2.48E-01
637.47,1.93E-01,2.35E-01
637.81,1.84E-01,2.22E-01
638.14,1.75E-01,2.09E-01
638.48,1.65E-01,1.99E-01
638.81,1.57E-01,1.88E-01
639.15,1.50E-01,1.79E-01
639.48,1.43E-01,1.71E-01
639.82,1.37E-01,1.63E-01
640.15,1.31E-01,1.54E-01
640.49,1.25E-01,1.48E-01
640.82,1.19E-01,1.42E-01
641.15,1.13E-01,1.37E-01
641.49,1.08E-01,1.31E-01
641.82,1.04E-01,1.26E-01
642.16,9.87E-02,1.20E-01
642.49,9.55E-02,1.14E-01
642.82,9.29E-02,1.09E-01
643.16,8.99E-02,1.03E-01
643.49,8.65E-02,9.88E-02
643.83,8.36E-02,9.46E-02
644.16,8.28E-02,9.18E-02
644.49,8.18E-02,8.89E-02
644.83,8.07E-02,8.69E-02
645.16,8.02E-02,8.41E-02
645.49,7.79E-02,8.20E-02
645.83,7.59E-02,8.11E-02
646.16,7.54E-02,8.07E-02
646.49,7.41E-02,7.62E-02
646.83,6.97E-02,7.26E-02
647.16,6.77E-02,6.94E-02
647.49,6.54E-02,6.72E-02
647.83,6.20E-02,6.37E-02
648.16,6.24E-02,6.26E-02
648.49,6.04E-02,6.02E-02
648.83,5.99E-02,6.08E-02
649.16,6.05E-02,6.18E-02
649.49,6.09E-02,6.12E-02
649.83,6.07E-02,6.18E-02
650.16,6.17E-02,6.14E-02
650.49,6.03E-02,5.94E-02
650.83,5.90E-02,5.97E-02
651.16,5.86E-02,5.83E-02
651.49,5.90E-02,5.76E-02
651.82,6.01E-02,5.62E-02
652.16,5.90E-02,5.49E-02
652.49,5.79E-02,5.26E-02
652.82,5.85E-02,5.38E-02
653.15,5.87E-02,5.46E-02
653.49,5.73E-02,5.19E-02
653.82,5.66E-02,5.26E-02
654.15,5.60E-02,5.26E-02
654.48,5.73E-02,5.31E-02
654.82,5.68E-02,5.31E-02
655.15,5.52E-02,5.17E-02
655.48,5.51E-02,5.23E-02
655.81,5.30E-02,5.14E-02
656.14,5.24E-02,5.02E-02
656.48,4.99E-02,4.81E-02
656.81,4.85E-02,4.55E-02
657.14,4.81E-02,4.52E-02
657.47,4.65E-02,4.50E-02
657.8,4.83E-02,4.76E-02
658.13,4.91E-02,4.81E-02
658.47,4.90E-02,4.84E-02
658.8,4.91E-02,5.02E-02
659.13,4.88E-02,5.14E-02
659.46,4.82E-02,5.05E-02
659.79,4.80E-02,5.00E-02
660.12,4.72E-02,5.04E-02
660.46,4.94E-02,5.09E-02
660.79,4.87E-02,4.95E-02
661.12,4.76E-02,4.78E-02
661.45,4.88E-02,4.95E-02
661.78,4.91E-02,5.03E-02
662.11,4.90E-02,5.02E-02
662.44,4.92E-02,5.02E-02
662.77,5.01E-02,5.21E-02
663.11,5.21E-02,5.19E-02
663.44,5.35E-02,5.31E-02
663.77,5.12E-02,5.10E-02
664.1,5.13E-02,5.17E-02
664.43,5.33E-02,5.27E-02
664.76,5.33E-02,5.14E-02
665.09,5.42E-02,5.09E-02
665.42,5.40E-02,5.10E-02
665.75,5.45E-02,5.18E-02
666.08,5.69E-02,5.42E-02
666.41,5.56E-02,5.43E-02
666.74,5.82E-02,5.50E-02
667.07,5.92E-02,5.65E-02
667.4,6.28E-02,5.99E-02
667.73,6.42E-02,5.96E-02
668.06,6.37E-02,6.07E-02
668.39,6.46E-02,6.19E-02
668.72,6.51E-02,6.32E-02
669.05,6.59E-02,6.40E-02
