wl,grey,white
669.38,6.59E-02,6.41E-02
669.71,6.55E-02,6.51E-02
670.04,6.28E-02,6.33E-02
670.37,6.27E-02,6.52E-02
670.7,6.21E-02,6.53E-02
671.03,6.37E-02,6.46E-02
671.36,6.24E-02,6.44E-02
671.69,6.20E-02,6.40E-02
672.02,6.21E-02,6.59E-02
672.35,6.25E-02,6.59E-02
672.68,6.20E-02,6.48E-02
673.01,6.13E-02,6.59E-02
673.34,6.15E-02,6.63E-02
673.67,5.98E-02,6.59E-02
674,5.79E-02,6.72E-02
674.33,5.84E-02,6.82E-02
674.66,6.00E-02,7.06E-02
674.99,6.08E-02,7.07E-02
675.32,5.80E-02,7.08E-02
675.65,5.77E-02,7.19E-02
675.98,5.80E-02,7.50E-02
676.3,5.94E-02,7.53E-02
676.63,5.86E-02,7.52E-02
676.96,5.72E-02,7.40E-02
677.29,6.02E-02,7.38E-02
677.62,6.02E-02,7.50E-02
677.95,5.86E-02,7.50E-02
678.28,5.76E-02,7.55E-02
678.61,5.70E-02,7.75E-02
678.93,5.66E-02,7.69E-02
679.26,6.01E-02,7.79E-02
679.59,5.94E-02,7.43E-02
679.92,5.82E-02,7.34E-02
680.25,5.84E-02,7.03E-02
680.58,6.02E-02,7.02E-02
680.91,6.22E-02,7.18E-02
681.23,6.38E-02,7.10E-02
681.56,6.49E-02,7.03E-02
681.89,6.37E-02,7.04E-02
682.22,6.12E-02,6.95E-02
682.55,5.96E-02,6.98E-02
682.87,5.90E-02,6.96E-02
683.2,5.87E-02,6.97E-02
683.53,5.89E-02,6.94E-02
683.86,5.80E-02,6.73E-02
684.19,5.80E-02,6.64E-02
684.51,5.89E-02,6.52E-02
684.84,5.95E-02,6.38E-02
685.17,5.87E-02,6.37E-02
685.5,5.76E-02,6.22E-02
685.82,5.73E-02,6.25E-02
686.15,5.93E-02,6.35E-02
686.48,5.93E-02,6.41E-02
686.81,6.08E-02,6.24E-02
687.13,5.98E-02,6.20E-02
687.46,5.95E-02,6.20E-02
687.79,5.84E-02,6.29E-02
688.12,5.79E-02,6.37E-02
688.44,5.71E-02,6.20E-02
688.77,5.78E-02,6.21E-02
689.1,5.79E-02,6.10E-02
689.42,5.81E-02,5.88E-02
689.75,5.78E-02,5.78E-02
690.08,5.44E-02,5.65E-02
690.41,5.35E-02,5.61E-02
690.73,5.63E-02,5.86E-02
691.06,5.72E-02,6.18E-02
691.39,5.56E-02,5.98E-02
691.71,5.48E-02,5.85E-02
692.04,5.34E-02,5.90E-02
692.37,5.26E-02,5.92E-02
692.69,5.26E-02,6.00E-02
693.02,5.45E-02,6.06E-02
693.34,5.57E-02,6.15E-02
693.67,5.55E-02,6.05E-02
694,5.34E-02,5.75E-02
694.32,5.44E-02,5.78E-02
694.65,5.60E-02,5.93E-02
694.98,5.82E-02,6.10E-02
695.3,5.58E-02,5.92E-02
695.63,5.42E-02,5.94E-02
695.95,5.47E-02,6.04E-02
696.28,5.59E-02,6.00E-02
696.61,5.57E-02,5.89E-02
696.93,5.74E-02,6.07E-02
697.26,5.65E-02,6.08E-02
697.58,5.47E-02,5.90E-02
697.91,5.46E-02,5.96E-02
698.23,5.34E-02,5.96E-02
698.56,5.30E-02,5.87E-02
698.89,5.15E-02,5.72E-02
699.21,4.99E-02,5.80E-02
699.54,4.93E-02,5.72E-02
699.86,5.00E-02,5.77E-02
700.19,5.05E-02,5.91E-02
700.51,5.18E-02,5.91E-02
700.84,5.17E-02,5.82E-02
701.16,5.24E-02,5.78E-02
701.49,4.77E-02,5.29E-02
701.81,4.68E-02,5.15E-02
702.14,4.84E-02,5.32E-02
702.46,4.90E-02,5.29E-02
702.79,4.96E-02,5.36E-02
703.11,5.04E-02,5.35E-02
703.44,5.09E-02,5.10E-02
703.76,4.91E-02,5.02E-02
704.09,4.84E-02,4.96E-02
704.41,4.74E-02,4.97E-02
704.74,4.88E-02,5.07E-02
705.06,4.68E-02,4.99E-02
705.39,4.69E-02,5.08E-02
705.71,4.24E-02,4.86E-02
706.04,4.34E-02,4.97E-02
706.36,4.45E-02,4.89E-02
706.68,4.51E-02,4.94E-02
707.01,4.16E-02,4.85E-02
707.33,3.98E-02,4.90E-02
707.66,3.81E-02,4.67E-02
707.98,3.89E-02,4.65E-02
708.31,3.71E-02,4.71E-02
708.63,3.90E-02,4.74E-02
708.95,4.12E-02,4.64E-02
709.28,3.98E-02,4.52E-02
709.6,3.89E-02,4.47E-02
709.93,3.94E-02,4.29E-02
710.25,4.19E-02,4.22E-02
710.57,3.99E-02,4.06E-02
710.9,4.02E-02,4.09E-02
711.22,3.84E-02,4.08E-02
711.54,3.95E-02,4.07E-02
711.87,3.90E-02,4.17E-02
712.19,4.24E-02,4.44E-02
712.51,4.16E-02,4.46E-02
712.84,4.00E-02,4.38E-02
713.16,4.09E-02,4.48E-02
713.48,4.15E-02,4.32E-02
713.81,4.19E-02,4.31E-02
714.13,4.20E-02,4.39E-02
714.45,4.39E-02,4.42E-02
714.78,4.47E-02,4.36E-02
715.1,4.56E-02,4.31E-02
715.42,4.48E-02,4.33E-02
715.75,4.62E-02,4.40E-02
716.07,4.57E-02,4.28E-02
716.39,4.65E-02,4.19E-02
716.71,4.97E-02,4.13E-02
717.04,4.96E-02,4.19E-02
717.36,4.81E-02,3.86E-02
717.68,5.00E-02,3.87E-02
718,5.05E-02,3.80E-02
718.33,4.69E-02,3.64E-02
718.65,4.78E-02,3.44E-02
718.97,5.04E-02,3.59E-02
719.29,4.79E-02,3.24E-02
719.62,4.81E-02,3.43E-02
719.94,5.19E-02,3.58E-02
720.26,5.30E-02,3.46E-02
720.58,5.20E-02,3.50E-02
720.91,4.99E-02,3.65E-02
721.23,5.15E-02,3.63E-02
721.55,5.03E-02,3.73E-02
721.87,4.81E-02,3.59E-02
722.19,4.55E-02,3.45E-02
722.52,4.65E-02,3.42E-02
722.84,4.47E-02,3.24E-02
723.16,4.26E-02,3.22E-02
723.48,4.42E-02,3.30E-02
723.8,4.52E-02,3.24E-02
724.12,4.32E-02,3.29E-02
724.45,4.02E-02,3.18E-02
724.77,3.96E-02,3.29E-02
725.09,3.75E-02,3.15E-02
725.41,3.74E-02,3.04E-02
725.73,3.67E-02,2.79E-02
726.05,3.92E-02,2.91E-02
726.37,3.91E-02,3.05E-02
726.69,3.74E-02,2.75E-02
727.02,3.87E-02,2.77E-02
727.34,3.62E-02,2.80E-02
727.66,3.67E-02,2.82E-02
727.98,3.61E-02,2.92E-02
728.3,3.64E-02,2.93E-02
728.62,3.68E-02,2.90E-02
728.94,3.88E-02,2.98E-02
729.26,3.68E-02,3.01E-02
729.58,3.47E-02,2.69E-02
729.9,3.54E-02,2.97E-02
730.22,3.47E-02,3.01E-02
730.55,3.20E-02,2.82E-02
730.87,3.28E-02,2.81E-02
731.19,3.37E-02,2.82E-02
731.51,3.53E-02,2.76E-02
731.83,3.39E-02,2.70E-02
732.15,3.23E-02,2.46E-02
732.47,3.48E-02,2.57E-02
732.79,3.69E-02,2.70E-02
733.11,3.60E-02,2.93E-02
733.43,3.56E-02,3.03E-02
733.75,3.54E-02,2.95E-02
734.07,3.22E-02,2.64E-02
734.39,3.04E-02,2.68E-02
734.71,2.92E-02,2.53E-02
735.03,3.03E-02,2.48E-02
735.35,3.01E-02,2.30E-02
735.67,3.16E-02,2.33E-02
735.99,3.09E-02,2.26E-02
736.31,2.85E-02,2.24E-02
736.63,2.77E-02,2.26E-02
736.95,2.87E-02,2.19E-02
737.27,3.14E-02,2.50E-02
737.58,2.88E-02,2.42E-02
737.9,2.94E-02,2.26E-02
738.22,2.91E-02,2.22E-02
738.54,2.90E-02,2.16E-02
738.86,3.05E-02,2.47E-02
739.18,3.15E-02,2.69E-02
739.5,3.10E-02,2.50E-02
739.82,2.97E-02,2.47E-02
740.14,2.87E-02,2.78E-02
740.46,2.79E-02,2.60E-02
740.78,2.57E-02,2.36E-02
741.1,2.58E-02,2.43E-02
741.41,2.30E-02,2.58E-02
741.73,2.12E-02,2.57E-02
742.05,1.96E-02,2.29E-02
742.37,1.78E-02,2.25E-02
742.69,2.17E-02,2.39E-02
743.01,2.50E-02,2.33E-02
743.33,2.13E-02,2.21E-02
743.64,1.93E-02,1.84E-02
743.96,2.01E-02,1.73E-02
744.28,2.12E-02,1.81E-02
744.6,2.26E-02,2.18E-02
744.92,2.29E-02,1.96E-02
745.24,2.57E-02,2.06E-02
745.55,2.48E-02,1.90E-02
745.87,2.74E-02,2.01E-02
746.19,2.69E-02,1.84E-02
746.51,2.72E-02,1.80E-02
746.83,2.83E-02,1.72E-02
747.14,2.24E-02,1.50E-02
747.46,1.98E-02,9.56E-03
747.78,1.64E-02,7.67E-03
748.1,1.65E-02,6.69E-03
748.42,1.49E-02,6.77E-03
748.73,1.41E-02,6.02E-03
749.05,1.60E-02,5.09E-03
749.37,1.74E-02,2.08E-03
749.69,1.67E-02,2.16E-04
750,1.97E-02,3.71E-03
750.32,1.92E-02,2.49E-03
750.64,1.90E-02,-1.37E-03
750.96,1.71E-02,-3.88E-03
751.27,1.64E-02,-5.83E-03
751.59,1.84E-02,-7.67E-03
751.91,1.75E-02,-1.02E-02
752.22,1.97E-02,-1.13E-02
752.54,1.80E-02,-9.54E-03
752.86,1.95E-02,-9.75E-03
753.17,1.83E-02,-9.13E-03
753.49,1.54E-02,-9.55E-03
753.81,1.88E-02,-9.84E-03
754.12,2.02E-02,-8.61E-03
754.44,2.01E-02,-7.81E-03
754.76,2.03E-02,-8.84E-03
755.07,1.99E-02,-1.03E-02
755.39,2.24E-02,-8.29E-03
755.71,2.56E-02,-6.21E-03
756.02,2.61E-02,-3.86E-03
756.34,2.34E-02,-5.02E-03
756.66,2.28E-02,-3.09E-03
756.97,2.27E-02,-2.44E-03
757.29,2.52E-02,1.60E-04
757.61,2.87E-02,2.68E-03
757.92,2.77E-02,6.83E-03
758.24,2.71E-02,5.99E-03
758.55,2.69E-02,7.75E-03
758.87,2.98E-02,1.06E-02
759.19,3.02E-02,9.00E-03
759.5,2.80E-02,8.73E-03
759.82,2.33E-02,7.71E-03
760.13,2.52E-02,1.02E-02
760.45,2.51E-02,1.19E-02
760.76,2.53E-02,1.06E-02
761.08,2.90E-02,1.48E-02
761.4,3.02E-02,1.96E-02
761.71,3.02E-02,2.18E-02
762.03,2.97E-02,2.26E-02
762.34,3.12E-02,2.29E-02
762.66,3.09E-02,2.41E-02
762.97,3.34E-02,2.44E-02
763.29,3.24E-02,2.50E-02
763.6,3.04E-02,2.44E-02
763.92,2.74E-02,2.41E-02
764.23,2.48E-02,2.34E-02
764.55,2.52E-02,2.15E-02
764.86,2.38E-02,1.91E-02
765.18,2.33E-02,2.06E-02
765.49,2.48E-02,1.89E-02
765.81,1.96E-02,1.94E-02
766.12,1.54E-02,1.67E-02
766.44,1.57E-02,1.70E-02
766.75,1.34E-02,1.72E-02
767.07,1.20E-02,1.66E-02
767.38,1.00E-02,1.73E-02
767.7,6.23E-03,1.92E-02
768.01,6.04E-03,1.67E-02
768.32,1.11E-02,1.77E-02
768.64,1.60E-02,2.32E-02
768.95,1.84E-02,2.20E-02
769.27,1.16E-02,1.45E-02
769.58,1.45E-02,1.82E-02
769.9,1.74E-02,1.98E-02
770.21,2.02E-02,2.07E-02
770.52,2.09E-02,2.05E-02
770.84,1.87E-02,1.74E-02
771.15,1.95E-02,2.35E-02
771.47,1.68E-02,2.12E-02
771.78,1.76E-02,1.85E-02
772.09,1.91E-02,1.67E-02
772.41,1.94E-02,1.92E-02
772.72,1.99E-02,2.41E-02
773.03,1.74E-02,2.44E-02
773.35,1.63E-02,2.45E-02
773.66,1.78E-02,2.20E-02
773.97,1.99E-02,2.09E-02
774.29,2.45E-02,2.15E-02
774.6,2.60E-02,2.28E-02
774.91,2.40E-02,2.48E-02
775.23,2.55E-02,2.86E-02
775.54,2.42E-02,2.54E-02
775.85,1.99E-02,2.47E-02
776.17,2.01E-02,1.88E-02
776.48,1.87E-02,1.94E-02
776.79,2.02E-02,1.70E-02
777.11,2.38E-02,1.78E-02
777.42,2.62E-02,1.86E-02
777.73,2.81E-02,2.03E-02
778.04,2.98E-02,1.95E-02
778.36,2.76E-02,1.65E-02
778.67,2.24E-02,1.45E-02
778.98,2.00E-02,1.18E-02
779.3,1.74E-02,1.14E-02
779.61,2.08E-02,1.71E-02
779.92,2.08E-02,1.60E-02
780.23,1.53E-02,1.20E-02
780.54,1.32E-02,1.17E-02
780.86,7.97E-03,7.68E-03
781.17,6.47E-03,5.99E-03
781.48,9.46E-03,1.21E-04
781.79,7.69E-03,6.06E-04
782.11,7.68E-03,9.14E-04
782.42,8.94E-03,4.04E-03
782.73,5.24E-03,9.24E-04
783.04,5.64E-03,4.96E-04
783.35,5.30E-03,-3.30E-03
783.67,4.46E-03,-4.02E-03
783.98,4.42E-04,-3.22E-03
784.29,-6.34E-05,-1.14E-03
784.6,-2.23E-03,2.42E-03
784.91,-5.25E-03,5.19E-03
785.22,-9.66E-04,4.90E-03
785.54,-7.45E-03,1.62E-03
785.85,-8.46E-03,3.45E-03
786.16,-3.27E-03,7.92E-03
786.47,-1.05E-03,1.11E-02
786.78,2.64E-04,1.07E-02
787.09,6.64E-04,1.09E-02
787.4,2.67E-04,7.41E-03
787.71,3.36E-04,1.02E-02
788.03,7.09E-03,1.24E-02
788.34,1.47E-02,1.73E-02
788.65,1.88E-02,2.33E-02
788.96,2.04E-02,2.06E-02
789.27,2.29E-02,1.83E-02
789.58,2.35E-02,1.78E-02
789.89,2.67E-02,1.89E-02
790.2,2.06E-02,1.58E-02
790.51,2.42E-02,1.89E-02
790.82,3.05E-02,1.98E-02
791.13,3.17E-02,1.74E-02
791.44,2.83E-02,1.87E-02
791.75,2.61E-02,2.38E-02
792.06,2.78E-02,2.22E-02
792.37,2.67E-02,2.33E-02
792.68,2.43E-02,1.82E-02
793,2.46E-02,1.97E-02
793.31,2.44E-02,1.63E-02
793.62,2.82E-02,1.76E-02
793.93,2.87E-02,1.48E-02
794.24,3.62E-02,1.67E-02
794.55,3.23E-02,1.48E-02
794.86,3.23E-02,8.91E-03
795.17,3.48E-02,7.59E-03
795.47,2.85E-02,4.42E-03
795.78,3.34E-02,6.36E-03
796.09,3.42E-02,8.08E-03
796.4,2.98E-02,3.86E-03
796.71,2.80E-02,7.22E-03
797.02,2.96E-02,9.28E-03
797.33,2.54E-02,8.62E-03
797.64,2.60E-02,1.12E-02
797.95,2.76E-02,9.49E-03
798.26,1.90E-02,1.59E-04
798.57,1.42E-02,-5.75E-03
798.88,1.43E-02,-6.98E-03
799.19,1.68E-02,-4.43E-03
799.5,1.17E-02,-2.75E-03
799.81,8.63E-03,-3.82E-03
800.12,7.52E-03,-5.89E-03
800.42,1.44E-02,-1.31E-03
800.73,1.48E-02,-9.91E-04
801.04,9.70E-03,-2.65E-03
801.35,5.25E-03,-1.75E-03
801.66,1.25E-02,2.68E-03
801.97,1.77E-02,4.37E-03
802.28,1.99E-02,2.11E-03
802.59,1.32E-02,-6.53E-03
802.89,1.38E-02,-4.69E-03
803.2,1.36E-02,-5.48E-03
803.51,1.26E-02,-3.35E-03
803.82,9.24E-03,-2.24E-03
804.13,6.07E-03,-4.77E-03
804.44,3.40E-03,-1.13E-03
804.74,1.07E-02,1.58E-03
805.05,1.26E-02,7.83E-03
805.36,6.45E-03,5.12E-03
805.67,1.28E-02,1.15E-02
805.98,1.36E-02,9.28E-03
806.28,1.93E-02,6.63E-03
806.59,2.51E-02,8.64E-03
806.9,1.97E-02,2.35E-03
807.21,5.41E-02,-8.18E-04
807.52,6.03E-02,4.20E-03
807.82,5.91E-02,2.48E-03
808.13,5.60E-02,-5.27E-16
808.44,5.23E-02,-1.02E-03
808.75,5.17E-02,-2.51E-03
809.05,5.57E-02,-3.08E-03
809.36,5.39E-02,-6.76E-03
809.67,4.91E-02,-1.29E-02
809.97,6.74E-02,1.04E-03
810.28,7.00E-02,5.24E-03
810.59,6.60E-02,6.53E-03
810.9,6.73E-02,9.67E-03
811.2,7.34E-02,1.28E-02
811.51,7.26E-02,8.21E-03
811.82,7.00E-02,3.53E-03
812.12,6.25E-02,6.91E-04
812.43,5.47E-02,1.98E-03
812.74,7.19E-02,1.55E-02
813.04,7.15E-02,1.31E-02
813.35,7.51E-02,1.77E-02
813.66,7.55E-02,1.50E-02
813.96,8.11E-02,1.97E-02
814.27,8.71E-02,3.34E-02
814.58,8.39E-02,2.59E-02
814.88,7.92E-02,1.50E-02
815.19,7.68E-02,7.51E-03
815.5,9.03E-02,1.02E-02
815.8,9.37E-02,1.18E-02
816.11,1.00E-01,1.53E-02
816.41,9.35E-02,1.31E-02
816.72,9.05E-02,1.38E-02
817.03,1.05E-01,2.02E-02
817.33,5.97E-02,1.72E-02
817.64,5.45E-02,1.55E-02
817.94,5.47E-02,1.75E-02
818.25,6.39E-02,2.10E-02
818.56,7.67E-02,3.51E-02
818.86,7.96E-02,3.96E-02
819.17,7.33E-02,3.57E-02
819.47,6.84E-02,3.73E-02
819.78,6.95E-02,3.68E-02
820.08,5.64E-02,2.39E-02
820.39,5.45E-02,1.76E-02
820.7,5.64E-02,7.94E-03
821,5.68E-02,2.70E-03
821.31,4.93E-02,3.38E-04
821.61,5.77E-02,6.69E-03
821.92,5.96E-02,1.34E-02
822.22,6.32E-02,1.02E-02
822.53,6.20E-02,1.04E-02
822.83,4.76E-02,7.41E-03
823.14,5.50E-02,1.50E-02
823.44,5.26E-02,1.20E-02
823.75,4.77E-02,1.42E-02
824.05,4.29E-02,9.66E-03
824.36,4.21E-02,5.20E-03
824.66,4.71E-02,7.61E-03
824.96,5.06E-02,1.43E-02
825.27,5.67E-02,2.12E-02
825.57,5.35E-02,2.72E-02
825.88,4.42E-02,2.37E-02
826.18,4.62E-02,2.94E-02
826.49,5.15E-02,2.89E-02
826.79,4.50E-02,2.68E-02
827.1,3.99E-02,2.66E-02
827.4,4.67E-02,3.56E-02
827.7,5.17E-02,3.26E-02
828.01,4.34E-02,2.92E-02
828.31,3.39E-02,2.46E-02
828.62,3.59E-02,1.38E-02
828.92,3.69E-02,8.01E-03
829.22,3.88E-02,1.77E-02
829.53,4.96E-02,2.04E-02
829.83,5.67E-02,2.56E-02
830.14,5.97E-02,2.92E-02
830.44,5.86E-02,3.38E-02
830.74,5.70E-02,3.09E-02
831.05,6.61E-02,4.33E-02
831.35,6.49E-02,4.36E-02
831.65,6.46E-02,3.97E-02
831.96,6.91E-02,3.30E-02
832.26,7.39E-02,3.42E-02
832.56,8.04E-02,3.48E-02
832.87,8.66E-02,3.21E-02
833.17,9.45E-02,3.76E-02
833.47,1.08E-01,3.31E-02
833.78,1.21E-01,3.53E-02
834.08,1.26E-01,3.37E-02
834.38,1.24E-01,3.02E-02
834.68,1.19E-01,3.13E-02
834.99,1.20E-01,3.23E-02
835.29,1.11E-01,2.44E-02
835.59,1.04E-01,1.04E-02
835.89,1.07E-01,5.67E-03
836.2,1.06E-01,5.56E-03
836.5,1.01E-01,1.72E-03
836.8,1.02E-01,-4.75E-03
837.11,1.07E-01,-6.22E-03
837.41,1.03E-01,-1.16E-02
837.71,1.06E-01,2.48E-03
838.01,1.14E-01,-4.84E-03
838.31,1.19E-01,2.21E-03
838.62,1.09E-01,1.42E-02
838.92,1.04E-01,2.25E-02
839.22,9.81E-02,8.38E-03
839.52,9.44E-02,4.66E-03
839.82,9.01E-02,3.93E-03
840.13,8.94E-02,2.74E-03
840.43,8.52E-02,-4.59E-04
840.73,9.22E-02,1.69E-02
841.03,8.47E-02,1.22E-02
841.33,9.83E-02,2.97E-02
841.64,9.66E-02,3.54E-02
841.94,9.59E-02,4.02E-02
842.24,7.98E-02,3.12E-02
842.54,9.24E-02,3.25E-02
842.84,7.85E-02,2.37E-02
843.14,6.34E-02,7.68E-03
843.44,4.16E-02,7.88E-03
843.74,2.94E-02,6.30E-03
844.05,2.47E-02,1.06E-02
844.35,3.20E-02,1.52E-02
844.65,3.32E-02,5.58E-03
844.95,3.43E-02,5.61E-03
845.25,4.56E-02,1.69E-02
845.55,5.48E-02,3.27E-02
845.85,5.72E-02,4.49E-02
846.15,4.60E-02,3.17E-02
846.45,5.67E-02,3.81E-02
846.75,5.07E-02,4.22E-02
847.05,2.28E-02,3.97E-02
847.36,1.93E-02,3.10E-02
847.66,7.78E-03,2.00E-02
847.96,1.02E-02,3.58E-02
848.26,2.10E-03,1.31E-02
848.56,1.21E-02,1.65E-02
848.86,7.59E-03,8.12E-03
849.16,2.83E-03,1.08E-02
849.46,-2.14E-03,1.01E-02
849.76,-5.19E-03,8.77E-03
850.06,-3.06E-03,-1.08E-03
850.36,-9.03E-04,1.81E-03
850.66,-1.07E-02,-4.90E-03
850.96,-1.81E-02,-7.66E-03
851.26,-3.27E-02,-2.18E-02
851.56,-3.57E-02,-2.34E-02
851.86,-3.69E-02,-2.91E-02
852.16,-2.29E-02,-2.11E-02
852.46,-3.47E-02,-1.93E-02
852.76,-2.28E-02,-8.11E-03
853.06,-2.28E-02,1.25E-02
853.36,-7.44E-03,2.25E-02
853.65,-5.37E-03,2.24E-02
853.95,-1.14E-02,1.23E-02
854.25,-2.91E-03,2.29E-02
854.55,1.56E-03,4.40E-02
854.85,-9.40E-03,5.74E-02
855.15,-1.50E-02,5.32E-02
855.45,-2.48E-02,3.72E-02
855.75,-3.03E-02,3.41E-02
856.05,-1.60E-02,4.63E-02
856.35,-2.32E-02,4.89E-02
856.65,-1.36E-02,5.17E-02
856.94,7.54E-03,7.06E-02
857.24,9.44E-03,8.14E-02
857.54,6.20E-03,7.56E-02
857.84,1.45E-02,7.96E-02
858.14,2.30E-02,1.02E-01
858.44,1.52E-02,8.65E-02
858.74,1.06E-02,7.63E-02
859.03,2.88E-02,8.68E-02
859.33,3.54E-02,9.53E-02
859.63,5.27E-02,1.08E-01
859.93,4.91E-02,1.22E-01
860.23,3.22E-02,1.22E-01
860.53,3.28E-02,1.37E-01
860.82,2.99E-02,1.15E-01
861.12,2.43E-02,9.73E-02
861.42,2.94E-02,9.87E-02
861.72,2.46E-02,1.08E-01
862.02,1.77E-02,9.77E-02
862.31,1.57E-02,8.39E-02
862.61,2.32E-02,8.78E-02
862.91,2.21E-02,6.83E-02
863.21,1.97E-02,5.89E-02
863.5,8.16E-03,4.80E-02
863.8,1.38E-02,6.47E-02
864.1,7.06E-04,5.06E-02
864.4,-8.29E-03,4.10E-02
864.69,2.38E-04,1.81E-02
864.99,-7.19E-04,9.10E-03
865.29,4.82E-03,1.64E-02
865.59,1.70E-03,2.42E-03
865.88,-1.12E-02,-6.34E-03
866.18,2.45E-04,-4.66E-03
866.48,4.69E-03,4.94E-04
866.77,2.16E-02,-6.21E-03
867.07,2.65E-02,-2.00E-03
867.37,4.10E-02,1.18E-02
867.66,3.62E-02,1.62E-02
867.96,3.90E-02,1.73E-02
868.26,3.30E-02,1.43E-02
868.56,4.85E-02,3.30E-02
868.85,3.95E-02,2.00E-02
869.15,3.32E-02,2.20E-02
869.44,3.63E-02,1.89E-02
869.74,2.88E-02,3.02E-02
870.04,4.93E-02,2.90E-02
870.33,4.64E-02,6.97E-03
870.63,5.32E-02,3.27E-02
870.93,6.04E-02,4.13E-02
871.22,4.57E-02,2.52E-02
871.52,5.35E-02,2.15E-02
871.81,6.63E-02,2.80E-02
872.11,7.26E-02,6.20E-02
872.41,7.37E-02,6.44E-02
872.7,8.67E-02,6.43E-02
873,8.17E-02,5.57E-02
873.29,9.54E-02,7.24E-02
873.59,9.93E-02,7.82E-02
873.89,9.68E-02,7.87E-02
874.18,1.07E-01,8.35E-02
874.48,1.06E-01,9.44E-02
874.77,9.65E-02,8.46E-02
875.07,1.11E-01,8.38E-02
875.36,1.23E-01,8.39E-02
875.66,1.26E-01,9.27E-02
875.95,1.07E-01,7.90E-02
876.25,1.27E-01,8.10E-02
876.54,1.22E-01,6.20E-02
876.84,1.36E-01,5.30E-02
877.13,1.35E-01,3.44E-02
877.43,4.61E-01,-2.62E-01
877.72,-9.51E-02,-3.80E-01
878.02,-2.02E-01,2.13E-01
878.31,8.58E-02,5.04E-01
878.61,2.27E-01,3.35E-01
878.9,2.07E-01,2.18E-01
879.2,1.10E-01,4.38E-02
879.49,-2.76E-01,-6.63E-01
879.79,6.01E-01,-1.11E-02
880.08,1.35E-01,-2.47E-01
880.38,1.02E-01,2.59E-01
880.67,-3.72E-01,-5.74E-01
880.96,6.77E-01,1.49E-01
881.26,4.84E-01,-1.04E-01
881.55,4.84E-01,-1.04E-01
881.85,4.84E-01,-1.04E-01