wl,floor_5,floor_4,floor_3,floor_2,floor_1
564.05,97.139,95.209,95.999,94.309,95.062
564.4,97.304,95.633,96.233,94.548,95.384
564.74,97.481,95.779,96.359,94.71,95.443
565.09,97.519,95.77,96.381,94.694,95.44
565.43,97.621,95.703,96.397,94.671,95.518
565.78,97.331,95.419,96.277,94.371,95.308
566.12,97.281,95.514,96.383,94.35,95.265
566.47,97.047,95.427,96.21,94.098,95.273
566.81,97.089,95.595,96.314,94.156,95.426
567.16,97.061,95.743,96.055,93.901,95.456
567.5,96.786,95.731,95.905,93.756,95.31
567.84,96.862,95.874,96.183,93.695,95.376
568.19,96.69,95.612,96.241,93.625,94.983
568.53,96.74,95.766,96.397,93.641,95.135
568.88,96.752,95.701,96.327,93.661,95.036
569.22,96.874,95.758,96.211,93.66,94.976
569.57,96.752,95.966,96.211,93.703,94.998
569.91,96.788,96.104,96.271,93.854,95.05
570.26,96.913,96.026,96.259,93.718,94.913
570.6,96.884,96.065,96.435,93.794,94.93
570.94,97.132,96.18,96.461,93.917,95.07
571.29,97.221,96.147,96.495,94.123,95.313
571.63,97.026,96.104,96.274,94.216,95.386
571.98,96.962,96.003,96.18,93.957,95.274
572.32,96.85,96.09,96.386,94.021,95.487
572.66,96.833,96.044,96.484,93.987,95.612
573.01,96.723,95.768,96.187,93.846,95.39
573.35,96.918,95.852,96.411,94.095,95.475
573.69,96.57,95.537,96.308,93.695,95.407
574.04,96.742,95.716,96.561,94.052,95.649
574.38,96.794,95.591,96.516,94.046,95.57
574.73,96.78,95.543,96.398,93.924,95.532
575.07,96.718,95.419,96.334,93.896,95.321
575.41,96.792,95.511,96.443,93.953,95.297
575.76,96.831,95.371,96.417,93.84,95.062
576.1,96.846,95.531,96.45,93.801,94.993
576.44,96.699,95.571,96.4,93.938,94.747
576.79,96.846,95.739,96.478,94.11,94.72
577.13,96.893,95.606,96.483,94.157,94.763
577.47,96.886,95.708,96.382,94.288,94.772
577.82,96.986,95.797,96.365,94.394,94.849
578.16,97.066,95.895,96.712,94.509,95.033
578.5,97.245,96.199,96.851,94.538,95.035
578.84,97.241,96.033,96.851,94.469,95.151
579.19,97.434,96.129,97.038,94.749,95.228
579.53,97.71,96.26,97.172,94.923,95.44
579.87,97.597,96.257,97.087,94.887,95.46
580.22,97.592,96.391,97.12,94.881,95.507
580.56,97.589,96.581,97.147,94.915,95.428
580.9,97.624,96.695,97.219,95.091,95.593
581.24,97.659,96.766,97.269,95.039,95.649
581.59,97.742,96.727,97.328,95.038,95.797
581.93,97.959,96.949,97.289,95.213,95.915
582.27,97.994,97.025,97.391,95.303,95.949
582.62,98.003,96.888,97.264,95.243,95.889
582.96,98.17,96.868,97.365,95.245,96.064
583.3,98.162,96.851,97.514,95.298,96.128
583.64,98.162,96.847,97.6,95.353,96.179
583.98,98.142,96.839,97.606,95.503,96.087
584.33,98.16,96.867,97.715,95.539,96.106
584.67,98.347,96.949,97.671,95.486,96.142
585.01,98.118,96.949,97.745,95.494,96.029
585.35,98.248,97.075,97.773,95.472,96.179
585.7,98.049,97.1,97.775,95.487,96.16
586.04,98.194,97.141,97.747,95.548,96.211
586.38,98.165,97.075,97.698,95.476,96.079
586.72,98.141,96.937,97.764,95.444,96.09
587.06,98.299,97.043,98.009,95.576,96.083
587.41,98.251,96.984,97.891,95.198,96.095
587.75,98.257,96.963,97.911,95.238,96.071
588.09,98.331,96.988,98.005,95.163,96.083
588.43,98.282,96.848,98.003,95.155,96.108
588.77,98.357,96.975,98.021,95.284,96.282
589.11,98.244,96.958,97.993,95.288,96.329
589.46,98.048,96.93,97.962,95.173,96.142
589.8,98.078,96.904,98.083,95.215,96.283
590.14,98.233,97.041,98.048,95.312,96.301
590.48,98.211,96.873,97.789,95.291,95.991
590.82,98.179,96.827,97.568,95.264,95.924
591.16,98.392,96.724,97.65,95.344,96.073
591.5,98.412,96.845,97.593,95.479,96.024
591.85,98.209,97.025,97.721,95.529,96.226
592.19,98.109,97.125,97.848,95.628,96.286
592.53,98.067,97.329,97.838,95.789,96.324
592.87,97.852,97.51,97.873,95.863,96.345
593.21,97.544,97.531,97.727,95.793,96.355
593.55,97.661,97.6,97.788,95.861,96.394
593.89,97.765,97.648,97.8,95.823,96.585
594.23,97.487,97.729,97.665,95.713,96.621
594.57,97.37,97.77,97.711,95.593,96.714
594.91,97.385,97.972,97.783,95.731,96.917
595.25,97.37,98.229,97.964,95.821,97.012
595.6,97.158,97.946,97.692,95.75,96.784
595.94,97.26,97.887,97.897,95.808,96.994
596.28,97.214,97.958,97.955,95.7,97.174
596.62,97.189,97.747,97.89,95.6,96.995
596.96,97.081,97.568,97.73,95.462,96.858
597.3,97.588,97.991,98.216,96,97.164
597.64,97.595,98.018,98.389,96.154,97.388
597.98,97.573,98.057,98.567,96.328,97.343
598.32,97.598,98.252,98.661,96.638,97.337
598.66,97.701,98.354,98.514,96.723,97.37
599,97.706,98.343,98.411,96.692,97.216
599.34,97.749,98.397,98.41,96.593,97.222
599.68,97.702,98.406,98.471,96.703,97.356
600.02,97.723,98.369,98.504,96.713,97.351
600.36,97.662,98.307,98.302,96.768,97.369
600.7,97.587,98.231,98.175,96.695,97.26
601.04,97.716,98.077,98.173,96.654,97.093
601.38,97.666,98.007,98.204,96.651,97.065
601.72,97.596,97.857,98.233,96.742,97.101
602.06,97.714,97.919,98.261,96.735,97.115
602.4,97.489,97.824,98.048,96.688,97.03
602.74,97.355,98.012,98.037,96.717,97.121
603.08,97.195,97.921,98.014,96.603,96.899
603.42,96.982,97.871,97.929,96.433,96.807
603.76,96.913,97.956,97.915,96.419,96.932
604.1,96.902,97.9,98.161,96.617,97.139
604.44,97.01,97.834,98.133,96.554,97.133
604.78,96.949,97.849,98.066,96.577,97.114
605.12,96.964,97.84,97.917,96.553,96.943
605.46,96.654,97.71,97.837,96.413,96.738
605.8,96.497,97.671,97.871,96.221,96.667
606.13,96.656,97.808,97.906,96.287,96.749
606.47,96.614,97.819,98.036,96.46,96.928
606.81,96.539,97.693,97.769,96.377,96.7
607.15,96.458,97.755,97.824,96.474,96.672
607.49,96.483,97.899,97.894,96.523,96.819
607.83,96.503,97.9,97.948,96.543,96.947
608.17,96.791,98.304,98.07,96.874,97.135
608.51,96.856,98.313,97.973,96.801,97.141
608.85,96.671,98.399,98.077,96.742,97.134
609.19,96.535,98.265,97.945,96.688,97.062
609.52,96.585,98.258,97.874,96.76,97.263
609.86,96.666,98.226,97.769,96.922,97.247
610.2,96.681,98.197,97.816,97.243,97.39
610.54,96.612,97.964,97.767,97.155,97.297
610.88,96.744,98.095,97.774,97.082,97.352
611.22,96.732,98.02,97.623,97.035,97.442
611.56,96.745,98.055,97.628,97.049,97.273
611.89,96.866,98.081,97.751,97.156,97.296
612.23,96.786,98.083,97.792,97.17,97.351
612.57,96.825,98.009,97.675,97.165,97.385
612.91,96.856,98.02,97.708,97.318,97.45
613.25,96.876,98.036,97.616,97.251,97.399
613.59,96.76,97.964,97.645,97.075,97.423
613.92,96.489,97.909,97.493,96.981,97.205
614.26,96.522,97.87,97.421,96.924,97.073
614.6,96.474,97.702,97.35,96.792,96.976
614.94,96.516,97.737,97.476,96.888,97.137
615.28,96.517,97.56,97.531,96.851,96.992
615.61,96.446,97.575,97.445,96.879,96.897
615.95,96.395,97.596,97.477,96.824,96.87
616.29,96.348,97.58,97.434,96.779,96.729
616.63,96.456,97.679,97.525,96.774,96.74
616.96,96.411,97.725,97.624,96.771,96.736
617.3,96.315,97.657,97.596,96.761,96.645
617.64,96.328,97.677,97.568,96.844,96.572
617.98,96.278,97.545,97.356,96.713,96.361
618.32,96.235,97.499,97.287,96.591,96.351
618.65,96.277,97.674,97.236,96.602,96.394
618.99,96.167,97.564,97.233,96.671,96.481
619.33,95.993,97.308,97.039,96.552,96.34
619.66,95.945,97.128,97.072,96.579,96.267
620,96.027,97.092,97.072,96.681,96.431
620.34,95.969,97.076,96.997,96.555,96.405
620.68,96.007,97.215,97.103,96.605,96.436
621.01,95.979,97.368,97.138,96.695,96.439
621.35,95.948,97.379,97.062,96.65,96.401
621.69,95.913,97.475,96.998,96.714,96.28
622.02,95.945,97.474,96.952,96.733,96.251
622.36,96.072,97.46,96.918,96.702,96.232
622.7,96.167,97.408,97.035,96.683,96.193
623.04,96.096,97.268,96.949,96.648,96.193
623.37,96.002,97.179,96.908,96.766,96.103
623.71,96.133,97.071,96.846,96.776,96.24
624.05,96.147,97.061,96.825,96.859,96.206
624.38,96.118,96.98,96.804,96.767,96.244
624.72,96.21,97.001,96.865,96.784,96.377
625.06,96.341,96.976,96.889,96.862,96.362
625.39,96.241,97.005,96.846,96.755,96.267
625.73,96.147,96.892,96.86,96.67,96.215
626.07,96.172,96.76,96.714,96.512,96.189
626.4,96.22,96.8,96.802,96.538,96.278
626.74,96.262,96.892,96.894,96.523,96.374
627.07,96.326,96.907,96.883,96.531,96.457
627.41,96.365,96.873,96.873,96.451,96.459
627.75,96.39,96.88,96.8,96.369,96.489
628.08,96.39,96.905,96.817,96.475,96.427
628.42,96.52,96.86,96.818,96.392,96.433
628.75,96.383,96.707,96.659,96.281,96.346
629.09,96.478,96.679,96.755,96.372,96.377
629.43,96.593,96.72,96.728,96.439,96.36
629.76,96.666,96.749,96.833,96.49,96.413
630.1,96.672,96.796,96.823,96.577,96.364
630.43,96.651,96.775,96.762,96.633,96.306
630.77,96.676,96.891,96.805,96.652,96.297
631.11,96.712,96.961,96.928,96.798,96.382
631.44,96.593,96.834,96.877,96.764,96.241
631.78,96.705,96.961,97.018,96.805,96.271
632.11,96.716,96.933,96.927,96.819,96.294
632.45,96.7,96.879,96.805,96.701,96.281
632.78,96.638,96.796,96.805,96.648,96.26
633.12,96.647,96.741,96.817,96.599,96.246
633.45,96.737,96.698,96.824,96.621,96.261
633.79,96.776,96.766,96.789,96.614,96.223
634.12,96.852,96.784,96.813,96.648,96.201
634.46,96.899,96.834,96.93,96.632,96.262
634.79,96.932,96.905,96.977,96.654,96.285
635.13,96.929,96.967,96.961,96.718,96.399
635.47,96.953,96.995,97.005,96.782,96.446
635.8,97.009,97.043,97.042,96.795,96.489
636.14,97.051,97.092,97.062,96.851,96.574
636.47,97.114,97.099,97.082,96.883,96.594
636.8,97.101,97.076,97.093,96.895,96.616
637.14,97.144,97.09,97.117,96.986,96.697
637.47,97.216,97.149,97.169,97.044,96.741
637.81,97.198,97.116,97.166,97.044,96.676
638.14,97.189,97.135,97.127,97.035,96.663
638.48,97.095,97.136,97.125,97.061,96.682
638.81,96.932,97.004,97.045,96.981,96.572
639.15,96.966,96.99,97.046,96.993,96.612
639.48,97.006,97.043,97.044,97.007,96.683
639.82,97.025,97.077,97.082,96.999,96.666
640.15,96.988,97.001,97.101,96.966,96.696
640.49,97.006,96.995,97.047,96.922,96.62
640.82,97.004,97.069,97.096,96.976,96.691
641.15,97.075,97.085,97.096,96.962,96.771
641.49,97.052,97.062,97.066,96.953,96.683
641.82,96.974,97.015,96.925,96.911,96.646
642.16,96.968,96.934,96.927,96.821,96.61
642.49,96.931,96.893,96.963,96.874,96.558
642.82,96.928,96.828,96.901,96.886,96.546
643.16,96.951,96.803,96.963,96.884,96.537
643.49,96.916,96.78,97.014,96.867,96.465
643.83,96.854,96.739,96.972,96.791,96.395
644.16,96.809,96.789,96.935,96.672,96.392
644.49,96.832,96.902,96.962,96.707,96.451
644.83,96.785,96.757,96.875,96.638,96.388
645.16,96.729,96.748,96.864,96.59,96.315
645.49,96.71,96.783,96.924,96.601,96.354
645.83,96.697,96.8,96.891,96.526,96.315
646.16,96.602,96.777,96.864,96.449,96.202
646.49,96.528,96.666,96.76,96.402,96.082
646.83,96.477,96.561,96.724,96.275,96.045
647.16,96.49,96.556,96.799,96.269,96.036
647.49,96.52,96.569,96.791,96.286,96.023
647.83,96.539,96.534,96.787,96.306,96.001
648.16,96.564,96.594,96.922,96.388,96.06
648.49,96.593,96.599,96.976,96.423,96.097
648.83,96.648,96.593,96.949,96.461,96.111
649.16,96.653,96.67,96.907,96.44,96.073
649.49,96.689,96.685,96.921,96.491,96.117
649.83,96.693,96.616,96.88,96.438,96.098
650.16,96.657,96.602,96.877,96.393,96.163
650.49,96.665,96.579,96.886,96.425,96.228
650.83,96.671,96.638,96.862,96.444,96.249
651.16,96.657,96.654,96.859,96.459,96.276
651.49,96.675,96.659,96.894,96.406,96.316
651.82,96.692,96.713,96.974,96.432,96.376
652.16,96.737,96.728,97.01,96.496,96.397
652.49,96.727,96.654,97.046,96.527,96.41
652.82,96.756,96.718,97.057,96.474,96.389
653.15,96.75,96.777,97.038,96.457,96.44
653.49,96.798,96.939,97.086,96.513,96.488
653.82,96.79,97.003,97.126,96.531,96.466
654.15,96.76,97.011,97.12,96.521,96.434
654.48,96.743,96.956,97.065,96.495,96.386
654.82,96.755,96.869,97.061,96.453,96.375
655.15,96.731,96.842,97.053,96.42,96.393
655.48,96.71,96.757,97.048,96.357,96.399
655.81,96.703,96.715,97.095,96.378,96.408
656.14,96.7,96.728,97.108,96.405,96.428
656.48,96.62,96.749,97.021,96.377,96.451
656.81,96.581,96.756,97.035,96.327,96.358
657.14,96.681,96.786,97.078,96.296,96.434
657.47,96.633,96.873,97.143,96.302,96.358
657.8,96.637,96.89,97.136,96.293,96.381
658.13,96.601,96.883,97.09,96.266,96.285
658.47,96.55,96.944,97.177,96.268,96.26
658.8,96.506,97.031,97.192,96.189,96.233
659.13,96.512,97.118,97.226,96.282,96.335
659.46,96.577,97.163,97.171,96.378,96.367
659.79,96.591,97.198,97.236,96.444,96.311
660.12,96.599,97.096,97.155,96.373,96.172
660.46,96.605,97.006,97.159,96.361,96.202
660.79,96.588,97.044,97.217,96.328,96.144
661.12,96.653,97.069,97.225,96.409,96.173
661.45,96.624,97.074,97.256,96.378,96.099
661.78,96.652,96.985,97.24,96.284,96.086
662.11,96.621,97.051,97.296,96.416,96.127
662.44,96.78,97.249,97.363,96.491,96.188
662.77,96.714,97.23,97.236,96.394,96.114
663.11,96.61,97.094,97.22,96.323,96.103
663.44,96.547,97.091,97.19,96.256,96.096
663.77,96.491,97.033,97.143,96.122,96.069
664.1,96.545,97.053,97.134,96.022,96.141
664.43,96.465,96.944,96.996,95.999,96.161
664.76,96.38,96.869,96.908,95.801,96.048
665.09,96.371,96.831,96.846,95.686,96.132
665.42,96.298,96.729,96.588,95.565,96.079
665.75,96.302,96.785,96.62,95.51,96.007
666.08,96.29,96.77,96.689,95.571,95.993
666.41,96.282,96.838,96.722,95.58,96.036
666.74,96.206,96.759,96.583,95.607,95.937
667.07,96.14,96.749,96.501,95.62,95.896
667.4,96.064,96.68,96.511,95.567,95.933
667.73,95.936,96.594,96.507,95.48,95.952
668.06,95.881,96.585,96.454,95.577,95.914
668.39,95.88,96.519,96.409,95.559,95.942
668.72,95.795,96.46,96.482,95.528,95.834
669.05,95.756,96.404,96.355,95.549,95.719
669.38,95.688,96.381,96.339,95.551,95.592
669.71,95.617,96.263,96.307,95.489,95.425
670.04,95.574,96.272,96.221,95.515,95.404
670.37,95.698,96.274,96.234,95.496,95.313
670.7,95.621,96.16,96.164,95.46,95.244
671.03,95.624,96.092,96.17,95.442,95.228
671.36,95.608,96.037,96.096,95.433,95.277
671.69,95.649,95.931,95.883,95.35,95.144
672.02,95.739,95.887,95.837,95.284,95.102
672.35,96.01,96.099,96.069,95.423,95.299
672.68,95.945,95.998,96.106,95.295,95.268
673.01,95.936,95.846,96.031,95.237,95.123
673.34,95.97,95.806,95.923,95.298,95.123
673.67,95.966,95.94,95.912,95.275,94.935
674,95.97,95.869,95.895,95.325,94.911
674.33,96.087,95.8,95.973,95.317,94.873
674.66,96.109,95.798,95.971,95.314,94.746
674.99,96.155,95.844,96.019,95.311,94.861
675.32,96.082,95.816,96.092,95.2,94.775
675.65,96.067,95.779,96.033,95.305,94.789
675.98,96.098,95.835,95.882,95.146,94.761
676.3,96.051,95.788,95.833,94.987,94.658
676.63,96.014,95.868,95.659,94.925,94.616
676.96,96.071,95.879,95.486,94.752,94.649
677.29,96.028,95.967,95.604,94.841,94.765
677.62,95.993,95.864,95.688,94.784,94.692
677.95,95.948,95.836,95.678,94.786,94.679
678.28,95.922,95.977,95.732,94.899,94.792
678.61,95.995,96.053,95.803,94.869,94.809
678.93,96.067,95.99,95.692,94.851,94.808
679.26,96,95.883,95.636,94.863,94.903
679.59,96.114,95.839,95.577,94.912,94.968
679.92,96.183,96.016,95.676,94.919,95.13
680.25,96.194,96.022,95.574,94.916,95.039
680.58,96.131,95.993,95.493,94.901,95.026
680.91,96.061,95.895,95.536,94.831,95.006
681.23,96.041,95.999,95.53,94.74,94.991
681.56,95.934,95.879,95.305,94.52,94.966
681.89,95.926,95.854,95.204,94.449,94.979
682.22,95.901,95.847,95.161,94.39,94.769
682.55,95.952,95.759,95.165,94.518,94.998
682.87,95.974,95.739,95.205,94.493,94.935
683.2,95.847,95.786,95.093,94.631,94.853
683.53,95.854,95.775,95.086,94.549,94.746
683.86,95.771,95.645,94.975,94.482,94.539
684.19,95.727,95.48,94.826,94.338,94.483
684.51,95.813,95.548,94.807,94.229,94.449
684.84,95.727,95.397,94.706,94.133,94.419
685.17,95.65,95.288,94.595,94.121,94.331
685.5,95.658,95.311,94.505,94.117,94.255
685.82,95.669,95.357,94.34,94.104,94.13
686.15,95.537,95.249,94.228,94.089,94.035
686.48,95.652,95.41,94.28,94.183,94.106
686.81,95.615,95.251,94.079,93.977,93.929
687.13,95.528,95.059,93.997,93.789,93.886
687.46,95.629,95.12,94.093,93.813,94.004
687.79,95.622,95.085,94.081,93.839,94.134
688.12,95.569,95.103,93.985,93.878,94.05
688.44,95.61,95.171,93.947,93.951,94.071
688.77,95.721,95.26,93.958,94.076,94.094
689.1,95.736,95.447,93.936,93.923,94.086
689.42,95.585,95.295,93.872,93.804,94.125
689.75,95.654,95.254,93.834,93.756,93.963
690.08,95.729,95.424,93.806,93.867,93.996
690.41,95.737,95.423,93.731,93.94,94.061
690.73,95.792,95.422,93.722,93.869,94.078
691.06,95.897,95.491,93.765,93.847,94.118
691.39,96.055,95.591,93.819,93.864,94.199
691.71,96.004,95.471,93.774,93.917,94.133
692.04,96.025,95.422,93.785,93.972,94.191
692.37,96.061,95.232,93.639,93.87,94.075
692.69,96.071,95.197,93.706,93.774,94.07
693.02,96.002,95.077,93.497,93.741,94.066
693.34,95.89,95.003,93.498,93.784,94.111
693.67,95.899,95.003,93.445,93.864,93.973
694,95.957,94.801,93.379,93.925,93.874
694.32,96.011,94.822,93.423,94.025,93.814
694.65,95.956,94.77,93.495,94.113,93.858
694.98,95.867,94.916,93.508,94.125,93.879
695.3,95.842,94.866,93.545,93.952,93.752
695.63,95.749,94.738,93.568,93.97,93.68
695.95,95.734,94.687,93.64,93.926,93.717
696.28,95.62,94.636,93.569,93.845,93.653
696.61,95.714,94.682,93.557,94.013,93.697
696.93,95.775,94.662,93.587,94.059,93.733
697.26,95.666,94.592,93.595,94.071,93.632
697.58,95.712,94.649,93.704,94.007,93.683
697.91,95.731,94.608,93.639,94.078,93.615
698.23,95.715,94.675,93.544,94.024,93.574
698.56,95.53,94.554,93.479,94.042,93.433
698.89,95.487,94.51,93.461,93.992,93.523
699.21,95.372,94.398,93.424,93.89,93.344
699.54,95.509,94.508,93.461,93.934,93.431
699.86,95.552,94.609,93.633,93.971,93.498
700.19,95.394,94.719,93.639,93.887,93.56
700.51,95.319,94.711,93.626,93.929,93.522
700.84,95.388,94.852,93.653,94.009,93.567
701.16,95.378,94.832,93.645,93.941,93.524
701.49,95.505,94.8,93.696,93.951,93.569
701.81,95.445,94.767,93.596,93.87,93.502
702.14,95.405,94.7,93.573,93.735,93.553
702.46,95.4,94.583,93.453,93.684,93.564
702.79,95.465,94.649,93.476,93.717,93.703
703.11,95.54,94.695,93.616,93.677,93.732
703.44,95.451,94.704,93.591,93.629,93.801
703.76,95.488,94.69,93.534,93.47,93.738
704.09,95.359,94.674,93.426,93.456,93.702
704.41,95.351,94.725,93.435,93.433,93.689
704.74,95.363,94.818,93.633,93.494,93.777
705.06,95.279,94.832,93.69,93.522,93.691
705.39,95.256,94.879,93.606,93.617,93.578
705.71,95.303,94.932,93.543,93.7,93.643
706.04,95.304,95.051,93.636,93.648,93.604
706.36,95.244,95.014,93.666,93.558,93.535
706.68,95.293,94.996,93.696,93.568,93.648
707.01,95.26,95.104,93.757,93.519,93.753
707.33,95.206,95.131,93.812,93.504,93.736
707.66,94.952,95.008,93.683,93.323,93.656
707.98,94.938,94.927,93.666,93.276,93.552
708.31,95.073,94.894,93.81,93.372,93.58
708.63,95.125,94.914,93.808,93.375,93.498
708.95,95.075,94.789,93.824,93.3,93.418
709.28,95.209,94.931,93.952,93.433,93.535
709.6,95.316,94.995,94.064,93.614,93.706
709.93,95.231,94.975,94.211,93.733,93.576
710.25,95.194,94.901,94.124,93.569,93.463
710.57,95.232,94.977,94.113,93.71,93.517
710.9,95.269,94.929,94.127,93.755,93.486
711.22,95.428,94.995,94.181,93.766,93.486
711.54,95.442,94.946,94.273,93.86,93.586
711.87,95.309,94.912,94.223,93.777,93.539
712.19,95.194,94.826,94.221,93.654,93.379
712.51,95.169,94.776,94.254,93.682,93.347
712.84,95.226,94.801,94.23,93.738,93.305
713.16,95.123,94.834,94.2,93.839,93.264
713.48,95.201,94.949,94.176,93.86,93.19
713.81,95.328,95.092,94.103,93.884,93.143
714.13,95.326,95.255,94.164,94.026,93.252
714.45,95.34,95.26,94.144,94.022,93.153
714.78,95.297,95.367,94.132,94.06,93.058
715.1,95.142,95.239,94.046,93.831,93.074
715.42,95.101,95.222,94.131,93.75,92.88
715.75,95.103,95.189,94.021,93.75,92.886
716.07,95.204,95.076,93.986,93.678,92.917
716.39,95.159,94.963,94.117,93.819,92.933
716.71,95.295,95.076,94.191,93.811,93.026
717.04,95.373,95.189,94.378,93.968,93.161
717.36,95.338,95.156,94.317,94.122,93.197
717.68,95.441,95.293,94.244,94.222,93.12
718,95.49,95.444,94.22,94.031,93.178
718.33,95.433,95.464,94.16,94.023,93.261
718.65,95.401,95.532,94.318,94.06,93.429
718.97,95.714,95.841,94.488,94.19,93.717
719.29,95.848,95.76,94.534,94.261,93.703
719.62,95.902,95.869,94.643,94.388,93.753
719.94,96.151,96.161,94.766,94.638,93.878
720.26,96.184,96.203,94.793,94.935,93.81
720.58,96.185,96.258,94.856,94.97,93.75
720.91,96.235,96.24,94.893,94.893,93.816
721.23,96.281,96.137,95.009,94.877,93.831
721.55,96.253,96.035,95.05,94.924,93.713
721.87,96.184,95.787,94.863,95.156,93.602
722.19,96.225,95.788,94.906,95.174,93.532
722.52,96.225,95.87,95.015,95.305,93.65
722.84,96.265,95.845,95.18,95.154,93.678
723.16,96.245,95.871,95.281,95.031,93.471
723.48,96.255,95.755,95.181,95.141,93.579
723.8,96.028,95.546,95.092,94.918,93.353
724.12,96.132,95.538,95.246,95.031,93.488
724.45,96.055,95.428,95.022,94.761,93.411
724.77,95.928,95.216,95.008,94.746,93.328
725.09,96.026,95.535,95.435,95.081,93.519
725.41,96.027,95.613,95.376,95.081,93.47
725.73,95.995,95.904,95.638,95.093,93.408
726.05,96.135,96.007,95.686,95.007,93.469
726.37,96.118,95.881,95.578,94.936,93.497
726.69,96.054,96.273,95.72,94.965,93.635
727.02,95.987,96.267,95.692,94.881,93.676
727.34,96.073,96.443,95.771,95.037,93.69
727.66,96.03,96.38,95.886,95.149,93.77
727.98,95.981,96.482,95.764,95.334,93.911
728.3,96.131,96.615,95.93,95.304,94.188
728.62,96.258,96.895,95.84,95.506,93.99
728.94,96.549,97.105,95.987,95.583,93.902
729.26,96.505,97.027,96.046,95.256,93.951
729.58,96.62,97.324,96.037,95.448,94.144
729.9,96.848,97.582,95.921,95.506,94.354
730.22,96.809,97.601,95.999,95.621,94.247
730.55,97.029,97.748,95.962,95.699,94.489
730.87,96.934,97.646,96.122,95.8,94.414
731.19,97.332,97.784,96.529,95.916,94.689
731.51,97.328,97.884,96.709,96.044,94.84
731.83,97.758,98.262,96.864,96.185,95.338
732.15,97.688,98.196,96.746,96.385,95.387
732.47,97.587,98.255,96.57,96.399,95.389
732.79,97.652,98.202,96.595,96.457,95.255
733.11,97.877,98.224,96.546,96.335,95.061
733.43,97.541,98.124,96.143,96.12,94.885
733.75,97.623,98.182,96.004,95.954,94.947
734.07,97.387,98.287,95.98,95.976,94.723
734.39,97.805,98.377,96.38,96.102,94.869
734.71,98.118,98.561,96.718,96.095,94.96
735.03,98.043,98.726,96.726,96.087,94.996
735.35,98.115,98.793,96.542,96.297,94.752
735.67,97.964,98.648,96.24,96.295,94.702
735.99,98.031,98.368,96.268,96.399,94.628
736.31,98.176,98.607,96.299,96.615,94.774
736.63,98.335,98.725,96.534,96.852,94.874
736.95,98.754,98.896,96.866,97.201,94.948
737.27,98.941,98.827,97.022,97.346,94.912
737.58,99.063,98.802,97.245,97.331,95.126
737.9,99.008,98.636,97.26,97.088,95.312
738.22,99.071,98.821,97.427,97.053,95.286
738.54,99.255,98.916,97.415,97.415,95.719
738.86,99.396,99.017,97.742,97.692,95.943
739.18,99.66,99.216,97.875,97.938,96.068
739.5,99.735,99.449,97.961,98.104,96.09
739.82,99.756,99.271,97.722,97.899,96.063
740.14,100.309,99.547,97.973,98.083,95.997
740.46,100.246,99.537,97.944,98.292,95.999
740.78,100.184,99.778,97.674,98.293,96.24
741.1,100.326,99.987,97.8,98.434,96.238
741.41,100.435,100.177,97.954,98.652,96.549
741.73,100.593,100.212,98.165,98.606,96.555
742.05,100.473,100.03,98.057,98.599,96.332
742.37,100.662,100.196,98.23,98.701,96.596
