wl,floor_5,floor_4,floor_3,floor_2,floor_1
742.69,101.112,100.435,98.475,99.262,96.752
743.01,101.222,100.589,98.255,99.19,96.839
743.33,101.104,100.632,98.361,99.065,96.874
743.64,100.878,100.466,98.485,99.077,96.782
743.96,100.826,100.51,98.281,99.071,96.603
744.28,101.282,100.723,98.627,99.282,96.937
744.6,101.725,101.261,99.174,99.642,97.436
744.92,101.892,101.652,98.906,99.659,97.527
745.24,101.631,101.585,98.944,99.708,97.331
745.55,101.983,101.94,99.247,99.953,97.648
745.87,101.948,101.647,99.365,99.939,97.826
746.19,101.848,101.777,99.431,100.095,98.133
746.51,101.984,101.421,99.418,99.876,98.245
746.83,102.336,102.027,99.894,100.656,98.624
747.14,102.107,101.826,99.84,100.562,98.45
747.46,102.215,101.859,100.083,100.79,98.609
747.78,102.278,102.116,99.833,100.6,98.725
748.1,102.275,102.285,99.941,100.511,98.677
748.42,102.332,102.724,100.286,100.793,98.756
748.73,102.729,103.043,100.248,100.561,98.853
749.05,102.444,103.162,100.351,100.779,98.941
749.37,102.287,103.046,100.185,100.662,98.682
749.69,102.171,103.081,100.269,100.527,98.289
750,101.645,102.733,100.151,100.323,98.012
750.32,101.549,102.755,100.521,100.98,98.004
750.64,101.83,102.844,100.832,100.971,98.266
750.96,102.073,102.795,100.614,100.797,98.266
751.27,101.294,101.942,100.158,100.549,97.618
751.59,100.578,101.818,99.967,100.496,97.174
751.91,100.579,101.792,100.156,100.64,97.428
752.22,100.321,101.271,100.062,100.231,97.486
752.54,100.514,101.182,100.234,99.869,97.557
752.86,100.602,101.256,100.4,99.739,97.597
753.17,100.533,101.159,100.228,99.883,97.63
753.49,100.314,100.996,100.012,99.621,97.244
753.81,100.541,101.375,100.048,99.369,97.772
754.12,100.752,101.749,100.269,99.071,98.129
754.44,100.659,102.052,100.28,99.322,98.054
754.76,100.712,102.488,100.491,99.332,98.255
755.07,100.907,102.358,100.518,99.776,98.473
755.39,101.001,102.295,100.585,99.564,98.732
755.71,101.029,102.641,101.055,99.715,98.62
756.02,101.43,103.199,101.369,100.339,99.349
756.34,100.863,103.14,101.297,100.428,99.089
756.66,101.144,103.572,101.313,100.706,99.329
756.97,101.505,104.248,101.78,100.702,100.166
757.29,101.637,104.114,101.231,100.464,99.882
757.61,101.609,103.955,101.534,100.421,100.09
757.92,101.822,103.729,102.007,100.715,100.4
758.24,102.085,104.547,102.171,100.928,100.299
758.55,101.459,105.377,101.943,100.718,100.089
758.87,101.86,105.464,101.901,101.306,100.67
759.19,101.618,105.835,101.973,101.262,100.949
759.5,102.01,105.708,101.75,101.204,101.074
759.82,102.422,105.608,101.615,101.1,101.251
760.13,102.983,106.175,102.034,101.459,101.596
760.45,103.524,106.586,102.28,102.468,101.592
760.76,103.706,106.399,102.345,102.326,101.843
761.08,104.13,106.578,102.538,102.747,102.657
761.4,104.722,107.242,102.991,103.247,102.888
761.71,104.871,107.318,103.717,103.558,103.452
762.03,104.835,107.1,104.639,103.604,102.94
762.34,105.096,107.29,104.432,103.802,103.611
762.66,105.342,107.631,105.307,104.382,104.405
762.97,105.599,108.339,105.218,105.206,104.801
763.29,105.308,108.206,104.99,104.672,104.904
763.6,106.007,108.342,105.124,104.972,104.745
763.92,106.419,108.616,106.091,106.38,105.788
764.23,106.447,108.51,106.623,106.067,105.117
764.55,107.475,108.843,107.137,105.938,105.938
764.86,107.575,108.738,107.633,106.601,105.903
765.18,108.735,109.6,108.583,107.854,107.307
765.49,111.72,111.239,111.159,110.502,108.754
765.81,112.626,112.778,113.3,113.502,110.438
766.12,112.601,113.371,113.114,114.518,112.138
766.44,112.767,114.253,113.103,115.88,113.174
766.75,111.868,115.153,112.975,116.63,113.511
767.07,113.119,115.501,113.913,117.561,114.234
767.38,111.37,114.998,114.28,117.035,115.211
767.7,112.108,116.952,116.707,118.112,116.789
768.01,113.729,119.919,118.591,119.447,118.719
768.32,114,120.133,119.022,119.822,119.778
768.64,115.017,120.854,119.262,119.262,120.369
768.95,113.915,120.385,118.934,118.744,119.315
769.27,113.24,122.367,119.358,118.556,120.637
769.58,114.724,125.386,119.675,121.457,122.95
769.9,114.984,126.71,119.3,122.53,123.833
770.21,115.367,126.949,119.576,123.87,124.661
770.52,115.226,127.984,121.193,125.485,125.132
770.84,115.659,130.243,120.479,126.19,126.159
771.15,113.91,129.487,120.673,125.288,125.929
771.47,116.09,129.701,123.048,127.902,127.97
771.78,117.251,133.192,126.32,130.995,129.826
772.09,117.241,136.151,127.772,135.484,133.778
772.41,115.855,138.216,129.568,134.359,134.982
772.72,116.942,140.121,130.423,136.74,135.05
773.03,117.55,141.331,132.302,138.66,137.813
773.35,117.704,142.594,135.101,142.331,139.746
773.66,120.181,150.716,140.029,151.24,145.754
773.97,123.194,155.887,143.911,151.743,148.055
774.29,121.163,154.688,138.502,150.183,147.774
774.6,121.49,155.454,138.013,148.866,150.594
774.91,124.382,156.685,143.876,152.303,153.708
775.23,125.271,155.106,144.552,152.082,154.193
775.54,125.209,158.164,146.365,153.814,159.237
775.85,127.58,161.732,147.85,154.607,162.346
776.17,126.789,163.838,146.548,156.808,162.381
776.48,126.031,166.688,145.168,159.343,159.601
776.79,132.775,175.244,160.042,171.13,169.874
777.11,139.349,188.304,168.552,178.544,177.537
777.42,140.977,186.604,168.322,178.645,175.965
777.73,152.829,203.394,182.768,192.689,190.775
778.04,157.88,204.885,186.544,198.618,196.129
778.36,163.016,207.685,192.123,204.515,202.69
778.67,158.718,193.402,187.276,193.025,196.041
778.98,182.873,216.685,213.481,211.381,215.801
779.3,192.062,230.569,222.749,223.104,223.341
779.61,182.87,226.505,218.981,222.685,219.56
779.92,184.491,223.727,217.245,223.727,223.264
780.23,192.987,235.792,229.988,228.537,231.923
780.54,194.656,245.293,236.641,245.42,245.547
780.86,206.275,250.2,241.389,255.674,254.206
781.17,224.852,269.231,269.231,283.284,280.178
781.48,248.264,285.455,286.446,306.612,313.719
781.79,297.519,331.107,331.489,360.496,367.557
782.11,291.16,322.652,328.361,344.751,364.457
782.42,270.968,317.563,322.043,335.125,352.33
782.73,295.865,337.97,348.308,350,368.609
783.04,307.767,353.981,367.767,356.117,388.738
783.35,360.549,383.755,406.962,395.781,435.865
783.67,365.272,395.607,407.531,392.469,459.205
783.98,364.562,410.183,406.11,406.517,445.01
784.29,365.331,410.02,390.982,402.806,445.691
784.6,354.151,400.943,377.925,390.755,429.245
784.91,406.867,468.026,450.215,439.7,485.408
785.22,425.333,496.444,465.778,464.667,514.889
785.54,464.764,532.506,509.429,522.333,581.886
785.85,500.546,572.951,572.404,569.945,621.038
786.16,525.344,599.449,588.981,586.226,634.986
786.47,631.353,700.66,696.37,694.719,757.426
786.78,668.881,750.699,734.266,732.867,811.538
787.09,797.951,899.59,864.754,881.557,965.574
787.4,821.667,945.833,900.833,914.167,984.583
787.71,664.401,767.314,719.741,751.456,790.291
788.03,709.492,805.424,755.932,785.085,818.305
788.34,739.726,839.726,786.301,810.959,860.616
788.65,659.76,749.85,698.799,736.937,749.55
788.96,729.524,824.127,768.571,795.556,817.143
789.27,833.455,964,877.455,937.455,936
789.58,923.256,1055.814,941.86,996.899,1003.488
789.89,1024.255,1154.043,1028.936,1125.532,1139.149
790.2,1222.772,1330.198,1193.564,1320.792,1327.723
790.51,994.488,1088.976,996.063,1065.748,1062.598
790.82,861.589,948.675,845.033,935.762,919.868
791.13,1107.66,1254.043,1110.638,1210.638,1174.043
791.44,1075.72,1248.148,1088.477,1212.346,1149.383
791.75,1068.675,1220.884,1077.108,1198.795,1140.964
792.06,909.934,1030.464,923.179,1016.887,966.225
792.37,1046.008,1184.03,1080.989,1177.947,1131.559
792.68,1298.104,1490.995,1365.877,1472.512,1419.905
793,1451.579,1682.632,1537.368,1683.158,1597.895
793.31,969.625,1133.788,1035.154,1117.065,1071.331
793.62,848.116,978.551,896.232,971.304,941.449
793.93,806.933,921.6,845.067,910.667,871.467
794.24,766.169,888.557,805.721,861.94,821.144
794.55,788.5,899.75,823.5,877.75,840.75
794.86,955.752,1100.885,1020.354,1098.82,982.301
795.17,1192.279,1383.456,1276.838,1377.206,1233.456
795.47,1019.757,1190.881,1093.009,1168.997,1033.435
795.78,969.014,1125.634,1037.183,1109.859,981.408
796.09,985.278,1125.556,1054.167,1125.556,1000.556
796.4,1225.676,1378.716,1310.473,1379.73,1244.932
796.71,-231.41,-253.54,-244.081,-253.599,-231.886
797.02,-249.688,-272.472,-267.353,-272.659,-252.559
797.33,-262.835,-282.822,-274.904,-280.907,-263.729
797.64,-263.181,-280.862,-278.707,-280.355,-260.837
797.95,-276.837,-297.375,-296.063,-296.522,-274.016
798.26,-288.941,-305.796,-301.799,-309.46,-283.744
798.57,-280.968,-302.158,-295.814,-303.924,-274.82
798.88,-266.768,-284.484,-276.054,-284.728,-259.01
799.19,-266.907,-282.852,-272.503,-285.078,-258.424
799.5,-269.217,-284.458,-271.265,-291.446,-263.012
799.81,-264,-283.353,-268.118,-287.941,-259.765
800.12,-244.589,-265.253,-249.647,-267.319,-244.589
800.42,-239.274,-259.516,-246.845,-263.407,-242.797
800.73,-252.476,-271.851,-258.45,-276.426,-254.629
801.04,-261.517,-282.041,-268.668,-283.515,-266.43
801.35,-256.522,-274.602,-264.263,-277.306,-262.407
801.66,-258.808,-279.297,-270.197,-282.916,-265.886
801.97,-263.782,-283.547,-273.878,-287.447,-271.688
802.28,-268.956,-286.581,-275.612,-292.652,-275.879
802.59,-275.425,-292.144,-278.875,-298.726,-280.202
802.89,-292.024,-309.571,-292.519,-316.612,-297.085
803.2,-287.858,-304.587,-289.099,-315.704,-294.765
803.51,-286.296,-303.373,-288.33,-316.649,-292.773
803.82,-295.43,-310.645,-294.731,-326.29,-303.387
804.13,-286.144,-300.363,-287.805,-315.101,-294.966
804.44,-297.149,-310.771,-297.043,-326.03,-306.019
804.74,-288.697,-300.916,-285.896,-314.817,-294.297
805.05,-309.653,-320.053,-305.92,-336.32,-315.84
805.36,-315.529,-327.082,-314.777,-346.695,-321.87
805.67,-334.622,-346.549,-335.064,-366.759,-338.597
805.98,-337.678,-348.467,-340.416,-369.88,-341.019
806.28,-347.593,-357.665,-351.467,-381.074,-350.138
806.59,-335.294,-345.257,-334.711,-369.846,-337.52
806.9,-338.79,-344.838,-336.757,-374.453,-339.52
807.21,-340.635,-347.347,-340.791,-379.657,-341.675
807.52,-344.398,-354.346,-349.424,-384.607,-347.435
807.82,-363.967,-372.717,-369.076,-406.087,-372.065
808.13,-393.158,-397.434,-392.588,-433.58,-396.123
808.44,-414.001,-416.579,-411.482,-452.021,-419.566
808.75,-417.227,-417.111,-415.255,-451.74,-420.65
809.05,-439.832,-439.471,-434.537,-479.603,-442.298
809.36,-443.933,-446.324,-440.765,-484.459,-443.933
809.67,-439.731,-441.954,-432.768,-482.095,-438.853
809.97,-432.802,-436.617,-425.513,-473.519,-432.46
810.28,-441.247,-445.538,-434.096,-484.096,-445.881
810.59,-448.967,-456.315,-441.676,-492.193,-455.396
810.9,-438.479,-442.999,-428.721,-477.674,-441.4
811.2,-425.106,-429.343,-415.201,-459.375,-424.576
811.51,-431.042,-430.883,-422.369,-466.737,-427.922
811.82,-434.229,-432.596,-425.487,-468.194,-427.225
812.12,-438.409,-438.514,-425.641,-472.58,-430.403
812.43,-465.111,-462.507,-447.531,-497.341,-453.825
812.74,-491.465,-489.22,-473.947,-525.547,-475.8
813.04,-493.115,-491.283,-475.958,-523.209,-476.235
813.35,-492.065,-484.728,-470.109,-516.141,-470.598
813.66,-488.877,-478.496,-465.837,-510.805,-465.466
813.96,-485.257,-478.646,-465.163,-511.805,-465.477
814.27,-488.642,-479.814,-466.443,-510.945,-462.055
814.58,-506.069,-497.678,-484.644,-526.385,-481.214
814.88,-507.045,-496.635,-485.489,-530.915,-477.024
815.19,-493.594,-483.325,-470.819,-514.54,-464.464
815.5,-492.431,-480,-473.634,-514.837,-464.411
815.8,-505.79,-491.772,-486.186,-529.711,-476.993
816.11,-512.513,-497.457,-488.149,-537.131,-483.367
816.41,-492.878,-478.924,-470.736,-518.217,-464.341
816.72,-511.573,-500.94,-490.01,-537.389,-479.13
817.03,-508.268,-499.805,-483.463,-538.181,-481.907
817.33,-514.286,-504.276,-489.893,-545.773,-490.33
817.64,-537.832,-526.141,-514.551,-572.704,-515.103
817.94,-524.636,-514.626,-503.11,-561.516,-501.166
818.25,-529.335,-519.573,-509.859,-566.731,-505.245
818.56,-513.364,-503.271,-492.757,-550.654,-491.308
818.86,-515.528,-502.417,-496.095,-549.465,-492.841
819.17,-534.458,-522.909,-514.068,-570.675,-514.354
819.47,-547.166,-535.783,-527.041,-580.98,-525.024
819.78,-553.375,-538.822,-530.876,-585.352,-530.014
820.08,-580.259,-566.8,-560.867,-618.644,-558.425
820.39,-587.743,-573.642,-568.71,-625.212,-566.517
820.7,-598.747,-579.459,-576.703,-637.776,-578.106
821,-602.456,-584.261,-585.263,-644.211,-582.757
821.31,-628.159,-606.189,-611.759,-673.027,-606.086
821.61,-608.458,-588.756,-592.239,-649.403,-588.856
821.92,-603.521,-580.685,-590.171,-642.592,-583.912
822.22,-629.929,-604.095,-613.852,-673.66,-611.78
822.53,-616.927,-590.098,-598.39,-655.122,-593.122
822.83,-600.989,-577.014,-584.88,-639.001,-575.789
823.14,-590.533,-569.026,-574.586,-627.068,-565.717
823.44,-604.227,-581.979,-588.992,-641.895,-581.189
823.75,-626.401,-603.181,-610.066,-664.482,-602.137
824.05,-657.564,-634.774,-640.619,-696.857,-631.827
824.36,-664.331,-641.107,-644.292,-703.479,-637.678
824.66,-659.846,-639.624,-638.031,-699.131,-633.784
824.96,-655.36,-636.255,-635.779,-697.189,-633.063
825.27,-659.243,-636.832,-639.291,-697.872,-636.596
825.57,-665.958,-643.957,-647.923,-703.777,-642.162
825.88,-675.872,-653.273,-653.846,-711.085,-659.197
826.18,-721.612,-695.869,-695.668,-755.617,-702.771
826.49,-728.78,-700.706,-700.504,-759.022,-709.022
826.79,-746.626,-718.661,-719.427,-774.08,-724.693
827.1,-777.696,-748.448,-748.396,-805.155,-751.92
827.4,-796.058,-767.874,-765.424,-823.548,-769.899
827.7,18792.405,18194.937,18165.823,19563.291,18215.19
828.01,27622.222,26727.778,26727.778,28674.074,26792.593
828.31,83311.111,80694.444,80727.778,86411.111,80566.667
828.62,-377675,-367200,-365075,-393550,-364775
828.92,-44788.235,-43541.176,-43076.471,-46464.706,-43311.765
829.22,-20678.378,-20191.892,-20004.054,-21417.568,-20009.459
829.53,-48462.5,-47209.375,-47003.125,-49953.125,-46962.5
829.83,11375.362,11119.565,11064.493,11714.493,11044.928
830.14,8522.043,8312.903,8291.398,8770.43,8295.161
830.44,7315.068,7141.553,7139.726,7519.635,7106.849
830.74,7119.824,6931.278,6933.921,7307.93,6924.229
831.05,4623.229,4485.552,4498.3,4754.674,4481.586
831.35,4231.443,4113.402,4107.474,4344.588,4112.629
831.65,4736.103,4606.59,4595.415,4860.172,4606.304
831.96,6085.714,5906.227,5887.546,6238.462,5886.081
832.26,6443.846,6258.462,6216.538,6589.231,6210.385
832.56,6982.158,6782.573,6734.025,7137.344,6751.867
832.87,6580.934,6420.623,6351.362,6738.911,6355.642
833.17,6101.079,5987.77,5930.216,6266.547,5903.597
833.47,5566.34,5473.856,5417.974,5721.242,5401.307
833.78,5181.269,5104.23,5051.36,5316.616,5032.628
834.08,5324.458,5255.108,5201.858,5463.777,5175.542
834.38,6369.118,6265.441,6222.426,6523.162,6193.015
834.68,7580,7430.87,7386.522,7729.565,7319.565
834.99,6119.861,6011.15,5957.143,6240.767,5908.362
835.29,6206.338,6104.577,6062.676,6343.662,5988.732
835.59,5279.464,5202.976,5165.774,5387.202,5099.405
835.89,5541.121,5470.093,5425.234,5652.96,5343.614
836.2,6595.941,6498.524,6434.317,6700,6386.347
836.5,10042.135,9894.944,9815.73,10215.73,9751.124
836.8,10253.448,10136.207,10041.954,10451.724,9975.287
837.11,8938.5,8830.5,8756,9102,8714
837.41,6854.198,6783.588,6742.366,6977.481,6678.244
837.71,7494.142,7440.586,7403.347,7634.31,7318.828
838.01,7619.915,7541.949,7522.881,7741.525,7443.22
838.31,8640.191,8529.187,8519.139,8798.086,8434.928
838.62,10873.653,10691.617,10683.234,11022.156,10573.653
838.92,9981.319,9804.945,9808.791,10132.418,9742.308
839.22,11204.938,11011.728,11032.716,11404.938,10940.741
839.52,14229.134,14093.701,14068.504,14511.024,13998.425
839.82,28132.812,27979.687,27921.875,28693.75,27726.562
840.13,18046,17911,17915,18371,17854
840.43,14234.646,14144.882,14142.52,14473.228,14045.669
840.73,8965.842,8912.376,8918.812,9116.832,8844.059
841.03,7179.762,7150.397,7157.54,7327.778,7082.937
841.33,8871.569,8788.235,8811.275,9054.902,8718.137
841.64,8268.95,8172.603,8217.808,8432.877,8133.333
841.94,8990.05,8899.502,8942.786,9208.955,8877.612
842.24,8168.778,8101.81,8111.765,8381.448,8072.398
842.54,8682.692,8628.846,8612.981,8897.596,8576.442
842.84,7421.399,7370.37,7375.72,7587.243,7329.218
843.14,9205.641,9176.41,9149.231,9412.821,9109.744
843.44,14752.893,14716.529,14708.264,15064.463,14663.636
843.74,13180.741,13130.37,13156.296,13491.852,13136.296
844.05,14527.049,14522.131,14555.738,14964.754,14520.492
844.35,10187.356,10194.828,10186.782,10470.115,10150
844.65,17878.788,17822.222,17902.02,18327.273,17779.798
844.95,16758.095,16746.667,16775.238,17243.81,16739.048
845.25,20846.429,20926.19,20909.524,21498.81,20890.476
845.55,36402.083,36591.667,36629.167,37552.083,36539.583
845.85,16595.238,16670.476,16773.333,17137.143,16726.667
846.15,19054.945,19217.582,19262.637,19678.022,19227.473
846.45,40118.605,40541.86,40593.023,41432.558,40448.837
846.75,-114260,-115480,-115920,-118133.333,-115220
847.05,29984.211,30294.737,30366.667,30973.684,30233.333
847.36,211587.5,213787.5,214937.5,218937.5,213950
847.66,-51151.515,-51700,-52121.212,-52551.515,-51436.364
847.96,-20923.75,-21182.5,-21327.5,-21433.75,-21008.75
848.26,-12421.642,-12616.418,-12673.881,-12738.806,-12442.537
848.56,-9224.444,-9357.778,-9395.556,-9398.889,-9187.778
848.86,-7369.643,-7467.411,-7502.679,-7507.143,-7329.018
849.16,-7983.981,-8058.738,-8113.107,-8096.602,-7937.379
849.46,-5472.148,-5525.168,-5550.671,-5554.362,-5432.55
849.76,-4856.287,-4883.234,-4919.76,-4921.557,-4802.395
850.06,-4651.734,-4680.347,-4718.497,-4732.081,-4603.468
850.36,-4658.601,-4704.665,-4727.697,-4736.735,-4609.621
850.66,-3583.71,-3607.24,-3631.448,-3626.018,-3540.045
850.96,-3400.651,-3416.052,-3445.987,-3434.924,-3347.072
851.26,-3768.039,-3803.874,-3829.298,-3821.792,-3714.528
851.56,-4264.835,-4304.67,-4308.242,-4292.582,-4198.352
851.86,-4090.716,-4160.477,-4133.422,-4116.18,-4045.093
852.16,-4388.571,-4440,-4422,-4411.429,-4323.429
852.46,-4595.181,-4650.904,-4621.386,-4615.06,-4515.361
852.76,-4281.921,-4333.616,-4317.797,-4282.203,-4193.785
853.06,-6445.064,-6518.455,-6493.133,-6433.047,-6334.335
853.36,-14234.286,-14392.381,-14294.286,-14177.143,-13980.952
853.65,-30322.449,-30648.98,-30426.531,-30244.898,-29810.204
853.95,-14090.385,-14299.038,-14146.154,-14064.423,-13852.885
854.25,-20205.556,-20469.444,-20236.111,-20127.778,-19841.667
854.55,-35990,-36412.5,-35977.5,-35732.5,-35235
854.85,-25396.429,-25660.714,-25382.143,-25183.929,-24775
855.15,-25583.636,-25790.909,-25641.818,-25421.818,-24890.909
855.45,-27844,-28080,-27860,-27632,-27002
855.75,-23271.186,-23569.492,-23255.932,-23096.61,-22616.949
856.05,-14314.894,-14550,-14326.596,-14251.064,-13977.66
856.35,-22542.373,-22989.831,-22569.492,-22500,-22016.949
856.65,-8305.096,-8519.745,-8361.146,-8317.197,-8139.49
856.94,-8744.218,-9000,-8822.449,-8802.041,-8580.272
857.24,-7309.827,-7536.994,-7336.994,-7372.254,-7197.688
857.54,-5457.269,-5656.388,-5476.211,-5524.67,-5383.26
857.84,-4548.872,-4731.203,-4564.286,-4639.098,-4498.496
858.14,-5951.741,-6213.433,-5975.622,-6053.731,-5885.572
858.44,-8699.265,-9107.353,-8700.735,-8905.147,-8600.735
858.74,-13311.364,-13917.045,-13344.318,-13603.409,-13230.682
859.03,-8463.235,-8822.794,-8486.765,-8585.294,-8436.765
859.33,-6483.333,-6771.264,-6516.667,-6606.897,-6462.644
859.63,-7825.352,-8157.042,-7871.831,-7997.887,-7847.887
859.93,-6149.153,-6429.944,-6155.932,-6287.006,-6184.181
860.23,-4536.441,-4698.305,-4536.864,-4647.881,-4526.271
860.53,-4084.884,-4224.419,-4078.295,-4172.093,-4036.047
860.82,-3567.474,-3697.578,-3557.093,-3638.754,-3534.602
861.12,-3415.254,-3574.237,-3408.814,-3506.102,-3387.119
861.42,-3281.848,-3423.102,-3264.356,-3354.455,-3235.314
861.72,-3351.37,-3497.603,-3337.671,-3418.493,-3294.863
862.02,-4308.482,-4494.196,-4294.196,-4395.982,-4237.054
862.31,-4593.171,-4808.78,-4605.854,-4708.293,-4534.146
862.61,-5347.093,-5618.023,-5420.349,-5491.86,-5302.907
862.91,-5531.098,-5801.829,-5578.049,-5642.683,-5447.561
863.21,-4708.466,-4905.291,-4742.328,-4783.069,-4652.381
863.5,-4881.564,-5054.19,-4893.296,-4941.341,-4812.849
863.8,-4231.683,-4365.842,-4248.02,-4289.604,-4162.871
864.1,-3771.364,-3898.636,-3808.636,-3832.273,-3712.273
864.4,-3793.981,-3909.722,-3803.704,-3814.815,-3728.704
864.69,-5420.805,-5581.208,-5422.148,-5381.208,-5308.054
864.99,-4576.163,-4739.535,-4572.093,-4544.186,-4519.767
865.29,-3637.915,-3757.346,-3636.967,-3594.313,-3588.626
865.59,-3240.175,-3357.205,-3262.445,-3200.873,-3228.821
865.88,-2854.941,-2959.289,-2893.281,-2835.178,-2863.636
866.18,-2920.165,-2997.531,-2918.93,-2876.132,-2908.642
866.48,-2797.571,-2882.591,-2795.547,-2766.802,-2772.874
866.77,-2731.174,-2827.126,-2706.073,-2691.498,-2702.834
867.07,-2678.629,-2772.984,-2620.968,-2636.694,-2650.403
867.37,0,0,0,0,0
867.66,-1600,-1400,-2150,-975,-500
867.96,126.23,127.869,31.148,44.262,80.328
868.26,209.836,196.721,160.656,180.328,116.393
868.56,490,490,355,565,395
868.85,-14.894,-85.106,-61.702,-91.489,-168.085
869.15,345.833,195.833,250,212.5,325
869.44,130.508,144.068,115.254,113.559,55.932
869.74,145.161,229.032,112.903,145.161,158.065
870.04,1500,875,1050,1550,150
870.33,0,0,0,0,0
870.63,614.286,1085.714,585.714,114.286,1257.143
870.93,105.556,30.556,-16.667,-25,-2.778
871.22,-78.571,385.714,64.286,435.714,321.429
871.52,117.857,-57.143,53.571,89.286,-60.714
871.81,125,203.571,110.714,221.429,75
872.11,75,135,-35,75,120
872.41,-2.564,-82.051,64.103,-5.128,28.205
872.7,125,42.308,78.846,-5.769,50
873,132.353,176.471,223.529,32.353,52.941
873.29,86.667,102.222,142.222,188.889,108.889
873.59,192.857,140.476,247.619,123.81,297.619
873.89,16.667,-18.75,-37.5,-10.417,-29.167
874.18,150,-65,45,-75,30
874.48,312.5,-12.5,-150,-237.5,-637.5
874.77,72.727,345.455,18.182,-200,227.273
875.07,343.75,-150,237.5,343.75,-43.75
875.36,-210.526,-36.842,-52.632,-110.526,5.263
875.66,52,-48,40,8,-40
875.95,143.478,-252.174,221.739,-39.13,-4.348
876.25,1625,550,350,925,125
876.54,181.25,312.5,250,181.25,343.75
876.84,156,158,144,130,170
877.13,102.381,16.667,61.905,11.905,78.571
877.43,-25,-25,433.333,-258.333,58.333
877.72,-66.667,833.333,633.333,766.667,533.333
878.02,666.667,200,366.667,166.667,-1100
878.31,8.333,16.667,4.167,66.667,-45.833
878.61,-14.286,28.571,-14.286,-285.714,200
878.9,10.526,-39.474,65.789,-21.053,21.053
879.2,-442.857,-442.857,-642.857,-100,-614.286
879.49,-412.5,-187.5,-337.5,550,25
879.79,6.452,-38.71,116.129,83.871,-9.677
880.08,12.5,68.75,87.5,143.75,68.75
880.38,-400,-362.5,75,-75,12.5
880.67,575,300,1350,575,925
880.96,135.714,-42.857,-157.143,-50,-142.857
881.26,-57.143,-60.714,132.143,-21.429,-46.429
881.55,-57.143,-60.714,132.143,-21.429,-46.429
881.85,-57.143,-60.714,132.143,-21.429,-46.429